month,product_id,product_name,category,units_sold,revenue,average_price,average_discount,returns,return_rate
2026-05,55,Enhanced zero tolerance core,Beauty,31.0,1636.79,52.9,0.2,0.0,0.0
2026-06,55,Enhanced zero tolerance core,Beauty,35.0,1829.35,52.15,0.15,1.0,0.0286
2026-07,55,Enhanced zero tolerance core,Beauty,2.0,106.98,53.49,,0.0,0.0
2025-01,56,Triple-buffered user-facing application,Toys,13.0,656.63,50.51,,0.0,0.0
2025-02,56,Triple-buffered user-facing application,Toys,9.0,454.59,50.51,,1.0,0.1111
2025-03,56,Triple-buffered user-facing application,Toys,19.0,959.69,50.51,,0.0,0.0
2025-04,56,Triple-buffered user-facing application,Toys,21.0,1040.51,49.79,0.1,0.0,0.0
2025-05,56,Triple-buffered user-facing application,Toys,24.0,1181.94,49.5,0.15,1.0,0.0417
2025-06,56,Triple-buffered user-facing application,Toys,29.0,1434.49,49.95,0.2,0.0,0.0
2025-07,56,Triple-buffered user-facing application,Toys,33.0,1656.73,49.98,0.2,0.0,0.0
2025-08,56,Triple-buffered user-facing application,Toys,31.0,1535.51,49.92,0.2,0.0,0.0
2025-09,56,Triple-buffered user-facing application,Toys,33.0,1636.53,49.79,0.15,1.0,0.0303
2025-10,56,Triple-buffered user-facing application,Toys,23.0,1116.28,48.71,0.1666,2.0,0.087
2025-11,56,Triple-buffered user-facing application,Toys,33.0,1646.63,49.95,0.1,0.0,0.0
2025-12,56,Triple-buffered user-facing application,Toys,36.0,1783.01,49.85,0.15,0.0,0.0
2026-01,56,Triple-buffered user-facing application,Toys,42.0,2075.97,49.04,0.175,0.0,0.0
2026-02,56,Triple-buffered user-facing application,Toys,33.0,1666.83,50.51,,0.0,0.0
2026-03,56,Triple-buffered user-facing application,Toys,43.0,2141.63,49.76,0.1333,1.0,0.0233
2026-04,56,Triple-buffered user-facing application,Toys,22.0,1106.17,50.23,0.1,0.0,0.0
2026-05,56,Triple-buffered user-facing application,Toys,44.0,2171.94,49.2,0.175,1.0,0.0227
2026-06,56,Triple-buffered user-facing application,Toys,40.0,2010.3,50.11,0.1,1.0,0.025
2026-07,56,Triple-buffered user-facing application,Toys,2.0,101.02,50.51,,0.0,0.0
2025-01,57,Synchronized discrete framework,Electronics,22.0,14578.76,659.2,0.1,0.0,0.0
2025-02,57,Synchronized discrete framework,Electronics,9.0,5617.5,642.0,0.2,0.0,0.0
2025-03,57,Synchronized discrete framework,Electronics,23.0,14980.03,650.92,0.1,0.0,0.0
2025-04,57,Synchronized discrete framework,Electronics,40.0,26348.76,659.2,0.15,0.0,0.0
2025-05,57,Synchronized discrete framework,Electronics,19.0,12238.13,643.03,0.1667,1.0,0.0526
2025-06,57,Synchronized discrete framework,Electronics,27.0,17989.38,664.57,0.1,0.0,0.0
2025-07,57,Synchronized discrete framework,Electronics,26.0,17387.5,668.75,,0.0,0.0
2025-08,57,Synchronized discrete framework,Electronics,37.0,24676.88,665.57,0.1,0.0,0.0
2025-09,57,Synchronized discrete framework,Electronics,32.0,21065.65,657.6,0.1,0.0,0.0
2025-10,57,Synchronized discrete framework,Electronics,15.0,9630.02,642.0,0.1333,0.0,0.0
2025-11,57,Synchronized discrete framework,Electronics,39.0,25746.9,662.38,0.1,1.0,0.0256
2025-12,57,Synchronized discrete framework,Electronics,29.0,19260.0,662.06,0.2,0.0,0.0
2026-01,57,Synchronized discrete framework,Electronics,45.0,29960.01,666.08,0.1,0.0,0.0
2026-02,57,Synchronized discrete framework,Electronics,27.0,17387.51,649.08,0.1667,0.0,0.0
2026-03,57,Synchronized discrete framework,Electronics,43.0,28154.39,654.91,0.15,0.0,0.0
2026-04,57,Synchronized discrete framework,Electronics,38.0,25278.76,665.71,0.1,1.0,0.0263
2026-05,57,Synchronized discrete framework,Electronics,31.0,20396.89,655.38,0.1333,1.0,0.0323
2026-06,57,Synchronized discrete framework,Electronics,44.0,29157.52,663.8,0.1,0.0,0.0
2026-07,57,Synchronized discrete framework,Electronics,5.0,3343.75,668.75,,0.0,0.0
2025-01,58,Face-to-face grid-enabled core,Electronics,14.0,11703.08,835.93,0.1,0.0,0.0
2025-02,58,Face-to-face grid-enabled core,Electronics,27.0,22727.73,841.99,0.1,1.0,0.037
2025-03,58,Face-to-face grid-enabled core,Electronics,20.0,16367.36,815.43,0.1667,0.0,0.0
2025-04,58,Face-to-face grid-enabled core,Electronics,14.0,11279.06,816.25,0.15,1.0,0.0714
2025-05,58,Face-to-face grid-enabled core,Electronics,23.0,19505.15,848.05,,0.0,0.0
2025-06,58,Face-to-face grid-enabled core,Electronics,10.0,8395.69,835.93,0.1,0.0,0.0
2025-07,58,Face-to-face grid-enabled core,Electronics,25.0,20522.79,825.43,0.1333,1.0,0.04
2025-08,58,Face-to-face grid-enabled core,Electronics,41.0,34261.19,834.66,0.1,0.0,0.0
2025-09,58,Face-to-face grid-enabled core,Electronics,28.0,23490.97,842.75,0.1,1.0,0.0357
2025-10,58,Face-to-face grid-enabled core,Electronics,25.0,20946.83,833.92,0.15,0.0,0.0
2025-11,58,Face-to-face grid-enabled core,Electronics,44.0,35278.87,805.65,0.1833,1.0,0.0227
2025-12,58,Face-to-face grid-enabled core,Electronics,28.0,23490.98,832.15,0.15,2.0,0.0714
2026-01,58,Face-to-face grid-enabled core,Electronics,33.0,27900.84,844.52,0.1,0.0,0.0
2026-02,58,Face-to-face grid-enabled core,Electronics,34.0,28324.87,831.09,0.2,0.0,0.0
2026-03,58,Face-to-face grid-enabled core,Electronics,35.0,29172.91,833.92,0.15,0.0,0.0
2026-04,58,Face-to-face grid-enabled core,Electronics,40.0,33752.38,844.2,0.1,0.0,0.0
2026-05,58,Face-to-face grid-enabled core,Electronics,46.0,38162.23,833.92,0.1333,0.0,0.0
2026-06,58,Face-to-face grid-enabled core,Electronics,41.0,34600.44,840.98,0.2,1.0,0.0244
2026-07,58,Face-to-face grid-enabled core,Electronics,2.0,1696.1,848.05,,0.0,0.0
2025-01,59,Vision-oriented didactic info-mediaries,Electronics,22.0,21917.44,1005.56,0.2,0.0,0.0
2025-02,59,Vision-oriented didactic info-mediaries,Electronics,29.0,29598.8,1017.35,0.1,0.0,0.0
2025-03,59,Vision-oriented didactic info-mediaries,Electronics,14.0,14133.68,1003.7,0.2,0.0,0.0
2025-04,59,Vision-oriented didactic info-mediaries,Electronics,11.0,11265.98,1024.18,,2.0,0.1818
2025-05,59,Vision-oriented didactic info-mediaries,Electronics,18.0,18435.24,1024.18,,0.0,0.0
2025-06,59,Vision-oriented didactic info-mediaries,Electronics,23.0,23146.46,996.87,0.1333,0.0,0.0
2025-07,59,Vision-oriented didactic info-mediaries,Electronics,26.0,26628.68,1024.18,,1.0,0.0385
2025-08,59,Vision-oriented didactic info-mediaries,Electronics,34.0,34310.02,1008.82,0.15,2.0,0.0588
2025-09,59,Vision-oriented didactic info-mediaries,Electronics,23.0,23453.72,1017.35,0.1,0.0,0.0
2025-10,59,Vision-oriented didactic info-mediaries,Electronics,32.0,32773.76,1024.18,,0.0,0.0
2025-11,59,Vision-oriented didactic info-mediaries,Electronics,29.0,28779.44,988.03,0.15,0.0,0.0
2025-12,59,Vision-oriented didactic info-mediaries,Electronics,35.0,35743.88,1018.49,0.1,0.0,0.0
2026-01,59,Vision-oriented didactic info-mediaries,Electronics,50.0,50594.48,1002.99,0.15,0.0,0.0
2026-02,59,Vision-oriented didactic info-mediaries,Electronics,28.0,28267.36,1013.4,0.2,0.0,0.0
2026-03,59,Vision-oriented didactic info-mediaries,Electronics,37.0,37792.24,1019.91,0.1,0.0,0.0
2026-04,59,Vision-oriented didactic info-mediaries,Electronics,51.0,51413.82,1013.21,0.1,0.0,0.0
2026-05,59,Vision-oriented didactic info-mediaries,Electronics,37.0,36460.78,993.01,0.14,1.0,0.027
2026-06,59,Vision-oriented didactic info-mediaries,Electronics,42.0,42298.62,1001.91,0.125,0.0,0.0
2026-07,59,Vision-oriented didactic info-mediaries,Electronics,0.0,0.0,,,0.0,0.0
2025-01,60,Networked directional approach,Home & Kitchen,17.0,4424.25,260.25,,0.0,0.0
2025-02,60,Networked directional approach,Home & Kitchen,22.0,5673.44,258.25,0.1,0.0,0.0
2025-03,60,Networked directional approach,Home & Kitchen,25.0,6219.94,250.24,0.125,0.0,0.0
2025-04,60,Networked directional approach,Home & Kitchen,19.0,4944.75,260.25,,0.0,0.0
2025-05,60,Networked directional approach,Home & Kitchen,29.0,7469.16,257.36,0.1,1.0,0.0345
2025-06,60,Networked directional approach,Home & Kitchen,22.0,5673.44,258.39,0.1,1.0,0.0455
2025-07,60,Networked directional approach,Home & Kitchen,16.0,4111.94,257.65,0.1,1.0,0.0625
2025-08,60,Networked directional approach,Home & Kitchen,23.0,5907.66,257.88,0.1,0.0,0.0
2025-09,60,Networked directional approach,Home & Kitchen,39.0,9915.51,256.09,0.1333,0.0,0.0
2025-10,60,Networked directional approach,Home & Kitchen,32.0,8275.95,257.51,0.2,0.0,0.0
2025-11,60,Networked directional approach,Home & Kitchen,28.0,7234.95,257.19,0.2,0.0,0.0
2025-12,60,Networked directional approach,Home & Kitchen,45.0,11555.07,256.85,0.1,0.0,0.0
2026-01,60,Networked directional approach,Home & Kitchen,28.0,7287.0,260.25,,0.0,0.0
2026-02,60,Networked directional approach,Home & Kitchen,31.0,8041.72,258.95,0.1,0.0,0.0
2026-03,60,Networked directional approach,Home & Kitchen,46.0,11971.5,260.25,,0.0,0.0
2026-04,60,Networked directional approach,Home & Kitchen,35.0,9108.75,260.25,,2.0,0.0571
2026-05,60,Networked directional approach,Home & Kitchen,27.0,6766.48,252.81,0.1333,1.0,0.037
2026-06,60,Networked directional approach,Home & Kitchen,30.0,7703.39,256.14,0.15,0.0,0.0
2026-07,60,Networked directional approach,Home & Kitchen,0.0,0.0,,,0.0,0.0
2025-01,61,Persevering motivating approach,Toys,15.0,1259.25,83.95,,0.0,0.0
2025-02,61,Persevering motivating approach,Toys,16.0,1334.81,83.3,0.0999,0.0,0.0
2025-03,61,Persevering motivating approach,Toys,42.0,3500.72,82.86,0.15,0.0,0.0
2025-04,61,Persevering motivating approach,Toys,35.0,2921.46,83.25,0.2,2.0,0.0571
2025-05,61,Persevering motivating approach,Toys,16.0,1318.03,83.11,0.0999,0.0,0.0
2025-06,61,Persevering motivating approach,Toys,21.0,1737.77,82.55,0.15,0.0,0.0
2025-07,61,Persevering motivating approach,Toys,28.0,2333.81,82.9,0.2,1.0,0.0357
2025-08,61,Persevering motivating approach,Toys,23.0,1872.1,81.15,0.1333,0.0,0.0
2025-09,61,Persevering motivating approach,Toys,23.0,1930.85,83.95,,0.0,0.0
2025-10,61,Persevering motivating approach,Toys,27.0,2199.53,81.85,0.0999,0.0,0.0
2025-11,61,Persevering motivating approach,Toys,35.0,2887.88,83.07,0.2,1.0,0.0286
2025-12,61,Persevering motivating approach,Toys,21.0,1746.17,82.66,0.0999,1.0,0.0476
2026-01,61,Persevering motivating approach,Toys,37.0,3064.18,82.04,0.1666,3.0,0.0811
2026-02,61,Persevering motivating approach,Toys,27.0,2249.87,83.07,0.0999,1.0,0.037
2026-03,61,Persevering motivating approach,Toys,38.0,3156.54,83.25,0.0999,1.0,0.0263
2026-04,61,Persevering motivating approach,Toys,39.0,3248.88,83.28,0.0999,0.0,0.0
2026-05,61,Persevering motivating approach,Toys,28.0,2350.6,83.95,,2.0,0.0714
2026-06,61,Persevering motivating approach,Toys,53.0,4382.22,82.68,0.125,1.0,0.0189
2026-07,61,Persevering motivating approach,Toys,2.0,167.9,83.95,,0.0,0.0
2025-01,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,22.0,8538.59,387.29,0.1,0.0,0.0
2025-02,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,21.0,7953.75,382.8,0.2,0.0,0.0
2025-03,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,17.0,6394.19,376.89,0.2,0.0,0.0
2025-04,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,10.0,3898.9,389.89,,0.0,0.0
2025-05,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,37.0,14386.94,388.03,0.1,0.0,0.0
2025-06,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,34.0,13139.29,383.73,0.15,0.0,0.0
2025-07,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,34.0,13178.28,386.18,0.1,0.0,0.0
2025-08,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,20.0,7797.8,389.89,,0.0,0.0
2025-09,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,25.0,9747.25,389.89,,0.0,0.0
2025-10,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,40.0,15439.64,386.64,0.2,1.0,0.025
2025-11,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,23.0,8967.47,389.89,,1.0,0.0435
2025-12,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,38.0,14542.89,384.57,0.15,0.0,0.0
2026-01,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,26.0,10137.14,389.89,,1.0,0.0385
2026-02,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,35.0,13607.16,387.84,0.1,1.0,0.0286
2026-03,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,30.0,11384.78,381.68,0.2,0.0,0.0
2026-04,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,52.0,20157.31,388.59,0.1,0.0,0.0
2026-05,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,32.0,12281.53,384.04,0.1,0.0,0.0
2026-06,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,42.0,15868.51,380.53,0.12,0.0,0.0
2026-07,62,Cross-platform 4thgeneration algorithm,Home & Kitchen,0.0,0.0,,,0.0,0.0
2025-01,63,Quality-focused reciprocal migration,Sporting Goods,17.0,5045.6,296.8,,0.0,0.0
2025-02,63,Quality-focused reciprocal migration,Sporting Goods,24.0,6974.8,289.95,0.15,0.0,0.0
2025-03,63,Quality-focused reciprocal migration,Sporting Goods,34.0,9972.48,293.5,0.1,0.0,0.0
2025-04,63,Quality-focused reciprocal migration,Sporting Goods,30.0,8785.28,293.31,0.2,1.0,0.0333
2025-05,63,Quality-focused reciprocal migration,Sporting Goods,35.0,10358.32,295.39,0.1,1.0,0.0286
2025-06,63,Quality-focused reciprocal migration,Sporting Goods,23.0,6826.4,296.8,,1.0,0.0435
2025-07,63,Quality-focused reciprocal migration,Sporting Goods,19.0,5639.2,296.8,,1.0,0.0526
2025-08,63,Quality-focused reciprocal migration,Sporting Goods,35.0,10269.28,292.56,0.15,0.0,0.0
2025-09,63,Quality-focused reciprocal migration,Sporting Goods,40.0,11872.0,296.8,,0.0,0.0
2025-10,63,Quality-focused reciprocal migration,Sporting Goods,36.0,10655.12,295.56,0.1,0.0,0.0
2025-11,63,Quality-focused reciprocal migration,Sporting Goods,21.0,6114.08,292.23,0.1,0.0,0.0
2025-12,63,Quality-focused reciprocal migration,Sporting Goods,21.0,6084.4,288.32,0.1333,0.0,0.0
2026-01,63,Quality-focused reciprocal migration,Sporting Goods,36.0,10625.44,293.83,0.2,0.0,0.0
2026-02,63,Quality-focused reciprocal migration,Sporting Goods,36.0,10684.8,296.8,,0.0,0.0
2026-03,63,Quality-focused reciprocal migration,Sporting Goods,43.0,12554.64,292.71,0.1333,1.0,0.0233
2026-04,63,Quality-focused reciprocal migration,Sporting Goods,52.0,15255.52,292.71,0.1333,0.0,0.0
2026-05,63,Quality-focused reciprocal migration,Sporting Goods,43.0,12465.6,289.68,0.2,0.0,0.0
2026-06,63,Quality-focused reciprocal migration,Sporting Goods,33.0,9764.72,295.24,0.1,1.0,0.0303
2026-07,63,Quality-focused reciprocal migration,Sporting Goods,0.0,0.0,,,1.0,0.0
2025-01,64,Profit-focused motivating budgetary management,Groceries,12.0,201.35,16.73,0.0999,0.0,0.0
2025-02,64,Profit-focused motivating budgetary management,Groceries,13.0,219.96,16.92,,0.0,0.0
2025-03,64,Profit-focused motivating budgetary management,Groceries,28.0,470.38,16.82,0.0999,0.0,0.0
2025-04,64,Profit-focused motivating budgetary management,Groceries,21.0,353.63,16.8,0.0999,0.0,0.0
2025-05,64,Profit-focused motivating budgetary management,Groceries,28.0,470.38,16.81,0.0999,1.0,0.0357
2025-06,64,Profit-focused motivating budgetary management,Groceries,26.0,436.54,16.72,0.0999,0.0,0.0
2025-07,64,Profit-focused motivating budgetary management,Groceries,36.0,609.12,16.92,,3.0,0.0833
2025-08,64,Profit-focused motivating budgetary management,Groceries,32.0,532.99,16.67,0.1498,0.0,0.0
2025-09,64,Profit-focused motivating budgetary management,Groceries,33.0,551.6,16.75,0.0999,0.0,0.0
2025-10,64,Profit-focused motivating budgetary management,Groceries,36.0,600.67,16.67,0.1498,0.0,0.0
2025-11,64,Profit-focused motivating budgetary management,Groceries,41.0,685.27,16.71,0.1498,0.0,0.0
2025-12,64,Profit-focused motivating budgetary management,Groceries,33.0,549.91,16.7,0.0999,1.0,0.0303
2026-01,64,Profit-focused motivating budgetary management,Groceries,31.0,507.62,16.54,0.1332,0.0,0.0
2026-02,64,Profit-focused motivating budgetary management,Groceries,26.0,433.16,16.71,0.1998,1.0,0.0385
2026-03,64,Profit-focused motivating budgetary management,Groceries,36.0,604.05,16.85,0.0999,0.0,0.0
2026-04,64,Profit-focused motivating budgetary management,Groceries,32.0,536.37,16.75,0.0999,2.0,0.0625
2026-05,64,Profit-focused motivating budgetary management,Groceries,33.0,553.29,16.69,0.1498,0.0,0.0
2026-06,64,Profit-focused motivating budgetary management,Groceries,53.0,883.24,16.61,0.1498,0.0,0.0
2026-07,64,Profit-focused motivating budgetary management,Groceries,0.0,0.0,,,0.0,0.0
2025-01,65,Reduced grid-enabled firmware,Sporting Goods,21.0,1674.51,79.5,0.1,0.0,0.0
2025-02,65,Reduced grid-enabled firmware,Sporting Goods,18.0,1418.13,78.79,0.1,2.0,0.1111
2025-03,65,Reduced grid-enabled firmware,Sporting Goods,21.0,1674.51,79.39,0.1,0.0,0.0
2025-04,65,Reduced grid-enabled firmware,Sporting Goods,22.0,1730.6,78.4,0.1,0.0,0.0
2025-05,65,Reduced grid-enabled firmware,Sporting Goods,25.0,1986.98,79.5,0.1,1.0,0.04
2025-06,65,Reduced grid-enabled firmware,Sporting Goods,18.0,1426.14,78.52,0.2,1.0,0.0556
2025-07,65,Reduced grid-enabled firmware,Sporting Goods,33.0,2635.95,79.59,0.1,0.0,0.0
2025-08,65,Reduced grid-enabled firmware,Sporting Goods,26.0,2019.04,77.98,0.2,0.0,0.0
2025-09,65,Reduced grid-enabled firmware,Sporting Goods,33.0,2563.86,78.52,0.2,1.0,0.0303
2025-10,65,Reduced grid-enabled firmware,Sporting Goods,32.0,2563.84,80.12,,0.0,0.0
2025-11,65,Reduced grid-enabled firmware,Sporting Goods,36.0,2876.31,79.79,0.1,1.0,0.0278
2025-12,65,Reduced grid-enabled firmware,Sporting Goods,39.0,3100.65,79.03,0.15,4.0,0.1026
2026-01,65,Reduced grid-enabled firmware,Sporting Goods,36.0,2828.25,78.98,0.15,1.0,0.0278
2026-02,65,Reduced grid-enabled firmware,Sporting Goods,26.0,2067.1,79.59,0.1,0.0,0.0
2026-03,65,Reduced grid-enabled firmware,Sporting Goods,37.0,2932.4,79.45,0.2,0.0,0.0
2026-04,65,Reduced grid-enabled firmware,Sporting Goods,36.0,2868.3,79.39,0.2,1.0,0.0278
2026-05,65,Reduced grid-enabled firmware,Sporting Goods,44.0,3517.27,79.85,0.1,0.0,0.0
2026-06,65,Reduced grid-enabled firmware,Sporting Goods,46.0,3637.46,79.23,0.15,1.0,0.0217
2026-07,65,Reduced grid-enabled firmware,Sporting Goods,0.0,0.0,,,0.0,0.0
2025-01,66,Face-to-face clear-thinking knowledge user,Electronics,29.0,29910.56,1035.67,0.1,0.0,0.0
2025-02,66,Face-to-face clear-thinking knowledge user,Electronics,10.0,10421.8,1042.18,,0.0,0.0
2025-03,66,Face-to-face clear-thinking knowledge user,Electronics,15.0,15632.7,1042.18,,0.0,0.0
2025-04,66,Face-to-face clear-thinking knowledge user,Electronics,16.0,16570.66,1032.71,0.1,0.0,0.0
2025-05,66,Face-to-face clear-thinking knowledge user,Electronics,27.0,27826.2,1028.28,0.1,0.0,0.0
2025-06,66,Face-to-face clear-thinking knowledge user,Electronics,28.0,28868.38,1029.15,0.1,0.0,0.0
2025-07,66,Face-to-face clear-thinking knowledge user,Electronics,51.0,52317.42,1021.34,0.125,0.0,0.0
2025-08,66,Face-to-face clear-thinking knowledge user,Electronics,29.0,30223.22,1042.18,,0.0,0.0
2025-09,66,Face-to-face clear-thinking knowledge user,Electronics,39.0,40436.58,1037.65,0.1,1.0,0.0256
2025-10,66,Face-to-face clear-thinking knowledge user,Electronics,28.0,28347.28,1016.12,0.1333,0.0,0.0
2025-11,66,Face-to-face clear-thinking knowledge user,Electronics,25.0,25846.06,1028.28,0.2,1.0,0.04
2025-12,66,Face-to-face clear-thinking knowledge user,Electronics,20.0,20739.38,1034.16,0.1,1.0,0.05
2026-01,66,Face-to-face clear-thinking knowledge user,Electronics,44.0,44813.72,1016.12,0.15,1.0,0.0227
2026-02,66,Face-to-face clear-thinking knowledge user,Electronics,35.0,35850.98,1025.72,0.15,3.0,0.0857
2026-03,66,Face-to-face clear-thinking knowledge user,Electronics,42.0,43250.46,1024.81,0.1333,2.0,0.0476
2026-04,66,Face-to-face clear-thinking knowledge user,Electronics,42.0,43354.68,1033.12,0.2,0.0,0.0
2026-05,66,Face-to-face clear-thinking knowledge user,Electronics,26.0,25846.04,1003.78,0.175,0.0,0.0
2026-06,66,Face-to-face clear-thinking knowledge user,Electronics,54.0,55548.18,1032.98,0.15,1.0,0.0185
2026-07,66,Face-to-face clear-thinking knowledge user,Electronics,0.0,0.0,,,0.0,0.0
2025-01,67,Virtual hybrid collaboration,Sporting Goods,13.0,1364.95,104.63,0.1,0.0,0.0
2025-02,67,Virtual hybrid collaboration,Sporting Goods,24.0,2528.86,105.1,0.1,0.0,0.0
2025-03,67,Virtual hybrid collaboration,Sporting Goods,20.0,2116.2,105.81,,0.0,0.0
2025-04,67,Virtual hybrid collaboration,Sporting Goods,18.0,1904.58,105.81,,1.0,0.0556
2025-05,67,Virtual hybrid collaboration,Sporting Goods,38.0,3914.98,103.41,0.1667,0.0,0.0
2025-06,67,Virtual hybrid collaboration,Sporting Goods,21.0,2190.27,104.05,0.1,0.0,0.0
2025-07,67,Virtual hybrid collaboration,Sporting Goods,32.0,3343.6,104.63,0.1,0.0,0.0
2025-08,67,Virtual hybrid collaboration,Sporting Goods,41.0,4338.21,105.81,,0.0,0.0
2025-09,67,Virtual hybrid collaboration,Sporting Goods,17.0,1798.77,105.81,,0.0,0.0
2025-10,67,Virtual hybrid collaboration,Sporting Goods,22.0,2327.82,105.81,,0.0,0.0
2025-11,67,Virtual hybrid collaboration,Sporting Goods,29.0,3015.59,104.3,0.1,1.0,0.0345
2025-12,67,Virtual hybrid collaboration,Sporting Goods,25.0,2592.35,104.4,0.1,1.0,0.04
2026-01,67,Virtual hybrid collaboration,Sporting Goods,34.0,3586.96,105.31,0.1,1.0,0.0294
2026-02,67,Virtual hybrid collaboration,Sporting Goods,26.0,2677.0,102.79,0.1333,0.0,0.0
2026-03,67,Virtual hybrid collaboration,Sporting Goods,35.0,3565.81,102.11,0.175,1.0,0.0286
2026-04,67,Virtual hybrid collaboration,Sporting Goods,33.0,3449.41,104.7,0.1,0.0,0.0
2026-05,67,Virtual hybrid collaboration,Sporting Goods,45.0,4687.39,103.54,0.15,0.0,0.0
2026-06,67,Virtual hybrid collaboration,Sporting Goods,48.0,5036.56,105.05,0.2,0.0,0.0
2026-07,67,Virtual hybrid collaboration,Sporting Goods,1.0,105.81,105.81,,0.0,0.0
2025-01,68,Fully-configurable 24hour benchmark,Groceries,22.0,714.82,32.39,0.0999,0.0,0.0
2025-02,68,Fully-configurable 24hour benchmark,Groceries,18.0,571.2,31.38,0.1667,0.0,0.0
2025-03,68,Fully-configurable 24hour benchmark,Groceries,32.0,1034.7,32.48,0.0999,0.0,0.0
2025-04,68,Fully-configurable 24hour benchmark,Groceries,29.0,927.0,32.06,0.0999,0.0,0.0
2025-05,68,Fully-configurable 24hour benchmark,Groceries,21.0,672.39,31.94,0.15,1.0,0.0476
2025-06,68,Fully-configurable 24hour benchmark,Groceries,28.0,894.33,32.26,0.2001,2.0,0.0714
2025-07,68,Fully-configurable 24hour benchmark,Groceries,27.0,871.5,32.44,0.0999,2.0,0.0741
2025-08,68,Fully-configurable 24hour benchmark,Groceries,18.0,581.0,32.14,0.0999,0.0,0.0
2025-09,68,Fully-configurable 24hour benchmark,Groceries,37.0,1191.38,32.23,0.0999,0.0,0.0
2025-10,68,Fully-configurable 24hour benchmark,Groceries,38.0,1227.28,32.36,0.0999,0.0,0.0
2025-11,68,Fully-configurable 24hour benchmark,Groceries,26.0,838.86,32.42,0.0999,1.0,0.0385
2025-12,68,Fully-configurable 24hour benchmark,Groceries,35.0,1129.34,32.36,0.2001,2.0,0.0571
2026-01,68,Fully-configurable 24hour benchmark,Groceries,34.0,1109.76,32.64,,0.0,0.0
2026-02,68,Fully-configurable 24hour benchmark,Groceries,24.0,780.1,32.42,0.0999,2.0,0.0833
2026-03,68,Fully-configurable 24hour benchmark,Groceries,39.0,1269.7,32.52,0.0999,1.0,0.0256
2026-04,68,Fully-configurable 24hour benchmark,Groceries,42.0,1364.36,32.49,0.0999,1.0,0.0238
2026-05,68,Fully-configurable 24hour benchmark,Groceries,55.0,1769.09,31.9,0.175,1.0,0.0182
2026-06,68,Fully-configurable 24hour benchmark,Groceries,36.0,1155.45,32.02,0.2001,1.0,0.0278
2026-07,68,Fully-configurable 24hour benchmark,Groceries,1.0,29.38,29.38,0.0999,0.0,0.0
2025-01,69,Total directional capability,Electronics,22.0,6201.8,281.9,,0.0,0.0
2025-02,69,Total directional capability,Electronics,24.0,6652.84,276.26,0.1,0.0,0.0
2025-03,69,Total directional capability,Electronics,19.0,4905.06,263.96,0.175,1.0,0.0526
2025-04,69,Total directional capability,Electronics,24.0,6681.03,279.55,0.1,0.0,0.0
2025-05,69,Total directional capability,Electronics,22.0,5976.28,268.89,0.15,1.0,0.0455
2025-06,69,Total directional capability,Electronics,35.0,9838.31,280.67,0.1,3.0,0.0857
2025-07,69,Total directional capability,Electronics,31.0,8738.9,281.9,,1.0,0.0323
2025-08,69,Total directional capability,Electronics,29.0,8175.1,281.9,,1.0,0.0345
2025-09,69,Total directional capability,Electronics,28.0,7667.68,275.64,0.1333,0.0,0.0
2025-10,69,Total directional capability,Electronics,41.0,11445.14,279.45,0.1,0.0,0.0
2025-11,69,Total directional capability,Electronics,25.0,6991.12,280.14,0.1,0.0,0.0
2025-12,69,Total directional capability,Electronics,27.0,7385.78,274.85,0.2,2.0,0.0741
2026-01,69,Total directional capability,Electronics,47.0,12798.26,273.32,0.175,1.0,0.0213
2026-02,69,Total directional capability,Electronics,34.0,9443.65,275.97,0.1333,0.0,0.0
2026-03,69,Total directional capability,Electronics,29.0,8175.1,281.9,,0.0,0.0
2026-04,69,Total directional capability,Electronics,37.0,10261.16,275.97,0.1333,2.0,0.0541
2026-05,69,Total directional capability,Electronics,22.0,6117.23,278.38,0.1,0.0,0.0
2026-06,69,Total directional capability,Electronics,40.0,11247.81,280.62,0.1,0.0,0.0
2026-07,69,Total directional capability,Electronics,1.0,281.9,281.9,,0.0,0.0
2025-01,70,Re-contextualized regional instruction set,Groceries,16.0,137.53,8.55,0.1006,0.0,0.0
2025-02,70,Re-contextualized regional instruction set,Groceries,17.0,145.31,8.57,0.1006,1.0,0.0588
2025-03,70,Re-contextualized regional instruction set,Groceries,17.0,147.05,8.65,,0.0,0.0
