date,store_id,city,orders,customers,units_sold,revenue,average_order_value,cancelled_orders
2025-04-18,6,Perth,6.0,6.0,22.0,3899.52,649.92,0.0
2025-04-18,7,Adelaide,7.0,7.0,32.0,4475.65,639.38,0.0
2025-04-18,8,Canberra,6.0,6.0,15.0,3843.1,640.52,1.0
2025-04-19,1,Sydney,4.0,4.0,11.0,1884.56,471.14,0.0
2025-04-19,2,Sydney,6.0,6.0,25.0,2303.17,383.86,1.0
2025-04-19,3,Melbourne,5.0,5.0,14.0,631.97,126.39,0.0
2025-04-19,4,Melbourne,2.0,2.0,4.0,169.6,84.8,1.0
2025-04-19,5,Brisbane,7.0,7.0,16.0,1105.12,157.87,3.0
2025-04-19,6,Perth,5.0,5.0,17.0,1864.47,372.89,0.0
2025-04-19,7,Adelaide,7.0,7.0,16.0,2278.65,325.52,0.0
2025-04-19,8,Canberra,6.0,6.0,25.0,4070.11,678.35,0.0
2025-04-20,1,Sydney,5.0,5.0,15.0,2458.52,491.7,1.0
2025-04-20,2,Sydney,5.0,5.0,14.0,1779.38,355.88,0.0
2025-04-20,3,Melbourne,6.0,6.0,17.0,1003.4,167.23,0.0
2025-04-20,4,Melbourne,3.0,3.0,14.0,2005.67,668.56,0.0
2025-04-20,5,Brisbane,8.0,8.0,39.0,5851.86,731.48,1.0
2025-04-20,6,Perth,6.0,6.0,15.0,1266.79,211.13,1.0
2025-04-20,7,Adelaide,7.0,7.0,12.0,2298.8,328.4,0.0
2025-04-20,8,Canberra,14.0,14.0,44.0,9568.25,683.45,0.0
2025-04-21,1,Sydney,4.0,4.0,12.0,3027.63,756.91,0.0
2025-04-21,2,Sydney,5.0,5.0,18.0,1734.34,346.87,0.0
2025-04-21,3,Melbourne,2.0,2.0,4.0,162.06,81.03,0.0
2025-04-21,4,Melbourne,7.0,7.0,26.0,3364.13,480.59,1.0
2025-04-21,5,Brisbane,6.0,6.0,25.0,2344.84,390.81,0.0
2025-04-21,6,Perth,8.0,8.0,31.0,4805.54,600.69,0.0
2025-04-21,7,Adelaide,6.0,6.0,21.0,2543.06,423.84,2.0
2025-04-21,8,Canberra,4.0,4.0,10.0,1382.77,345.69,1.0
2025-04-22,1,Sydney,1.0,1.0,2.0,2336.86,2336.86,1.0
2025-04-22,2,Sydney,5.0,5.0,22.0,2415.07,483.01,0.0
2025-04-22,3,Melbourne,8.0,8.0,27.0,3169.5,396.19,0.0
2025-04-22,4,Melbourne,6.0,6.0,20.0,1844.07,307.34,0.0
2025-04-22,5,Brisbane,4.0,4.0,8.0,958.56,239.64,0.0
2025-04-22,6,Perth,11.0,11.0,28.0,4694.4,426.76,1.0
2025-04-22,7,Adelaide,4.0,4.0,8.0,790.94,197.74,0.0
2025-04-22,8,Canberra,10.0,10.0,25.0,4444.6,444.46,1.0
2025-04-23,1,Sydney,4.0,4.0,12.0,2264.18,566.05,0.0
2025-04-23,2,Sydney,4.0,4.0,10.0,1625.86,406.46,0.0
2025-04-23,3,Melbourne,3.0,3.0,13.0,1316.92,438.97,0.0
2025-04-23,4,Melbourne,5.0,5.0,18.0,1017.23,203.45,0.0
2025-04-23,5,Brisbane,12.0,12.0,35.0,4038.11,336.51,0.0
2025-04-23,6,Perth,15.0,15.0,37.0,5521.15,368.08,1.0
2025-04-23,7,Adelaide,12.0,12.0,28.0,3198.77,266.56,0.0
2025-04-23,8,Canberra,11.0,11.0,44.0,6302.56,572.96,0.0
2025-04-24,1,Sydney,2.0,2.0,5.0,153.9,76.95,1.0
2025-04-24,2,Sydney,3.0,3.0,8.0,1230.25,410.08,0.0
2025-04-24,3,Melbourne,3.0,3.0,6.0,212.55,70.85,0.0
2025-04-24,4,Melbourne,7.0,7.0,23.0,4659.09,665.58,0.0
2025-04-24,5,Brisbane,7.0,7.0,21.0,3722.93,531.85,1.0
2025-04-24,6,Perth,7.0,7.0,22.0,1867.66,266.81,0.0
2025-04-24,7,Adelaide,8.0,8.0,30.0,3922.98,490.37,0.0
2025-04-24,8,Canberra,12.0,12.0,36.0,6007.08,500.59,0.0
2025-04-25,1,Sydney,1.0,1.0,4.0,94.77,94.77,0.0
2025-04-25,2,Sydney,4.0,4.0,13.0,3347.85,836.96,0.0
2025-04-25,3,Melbourne,3.0,3.0,10.0,497.33,165.78,0.0
2025-04-25,4,Melbourne,2.0,2.0,5.0,1354.12,677.06,0.0
2025-04-25,5,Brisbane,12.0,12.0,43.0,11435.46,952.96,2.0
2025-04-25,6,Perth,11.0,11.0,31.0,3744.81,340.44,0.0
2025-04-25,7,Adelaide,11.0,11.0,35.0,3642.4,331.13,0.0
2025-04-25,8,Canberra,5.0,5.0,14.0,2411.94,482.39,0.0
2025-04-26,1,Sydney,2.0,2.0,4.0,185.52,92.76,0.0
2025-04-26,2,Sydney,6.0,6.0,19.0,3430.98,571.83,0.0
2025-04-26,3,Melbourne,5.0,5.0,25.0,3214.53,642.91,0.0
2025-04-26,4,Melbourne,4.0,4.0,14.0,3113.76,778.44,0.0
2025-04-26,5,Brisbane,7.0,7.0,27.0,7779.43,1111.35,1.0
2025-04-26,6,Perth,9.0,9.0,36.0,6536.56,726.28,0.0
2025-04-26,7,Adelaide,10.0,10.0,34.0,4370.33,437.03,0.0
2025-04-26,8,Canberra,4.0,4.0,13.0,217.37,54.34,1.0
2025-04-27,1,Sydney,3.0,3.0,6.0,1002.71,334.24,0.0
2025-04-27,2,Sydney,4.0,4.0,7.0,936.83,234.21,1.0
2025-04-27,3,Melbourne,5.0,5.0,18.0,1616.89,323.38,0.0
2025-04-27,4,Melbourne,3.0,3.0,9.0,782.63,260.88,0.0
2025-04-27,5,Brisbane,12.0,12.0,45.0,5596.64,466.39,0.0
2025-04-27,6,Perth,5.0,5.0,16.0,4226.71,845.34,0.0
2025-04-27,7,Adelaide,9.0,9.0,29.0,6237.46,693.05,0.0
2025-04-27,8,Canberra,11.0,11.0,37.0,4009.94,364.54,0.0
2025-04-28,1,Sydney,3.0,3.0,5.0,938.13,312.71,1.0
2025-04-28,2,Sydney,9.0,9.0,19.0,3572.54,396.95,0.0
2025-04-28,3,Melbourne,4.0,4.0,9.0,1245.16,311.29,0.0
2025-04-28,4,Melbourne,4.0,4.0,11.0,3608.9,902.22,0.0
2025-04-28,5,Brisbane,11.0,11.0,35.0,6237.74,567.07,0.0
2025-04-28,6,Perth,7.0,7.0,19.0,2397.39,342.48,0.0
2025-04-28,7,Adelaide,9.0,9.0,19.0,4295.31,477.26,0.0
2025-04-28,8,Canberra,6.0,6.0,30.0,3008.4,501.4,0.0
2025-04-29,1,Sydney,5.0,5.0,18.0,2431.13,486.23,0.0
2025-04-29,2,Sydney,4.0,4.0,8.0,1170.85,292.71,0.0
2025-04-29,3,Melbourne,5.0,5.0,12.0,1827.49,365.5,0.0
2025-04-29,4,Melbourne,5.0,5.0,12.0,1261.87,252.37,0.0
2025-04-29,5,Brisbane,11.0,11.0,25.0,2784.92,253.17,1.0
2025-04-29,6,Perth,8.0,8.0,21.0,2759.17,344.9,0.0
2025-04-29,7,Adelaide,10.0,10.0,31.0,5367.69,536.77,1.0
2025-04-29,8,Canberra,7.0,7.0,16.0,2433.34,347.62,0.0
2025-04-30,1,Sydney,9.0,9.0,32.0,2711.99,301.33,1.0
2025-04-30,2,Sydney,3.0,3.0,12.0,1165.27,388.42,0.0
2025-04-30,3,Melbourne,6.0,6.0,15.0,2870.33,478.39,0.0
2025-04-30,4,Melbourne,5.0,5.0,13.0,1125.37,225.07,1.0
2025-04-30,5,Brisbane,7.0,7.0,17.0,1904.46,272.07,3.0
2025-04-30,6,Perth,6.0,6.0,13.0,4073.81,678.97,1.0
2025-04-30,7,Adelaide,9.0,9.0,35.0,4659.81,517.76,0.0
2025-04-30,8,Canberra,5.0,5.0,25.0,3049.2,609.84,0.0
2025-05-01,1,Sydney,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2,Sydney,9.0,9.0,29.0,4718.38,524.26,0.0
2025-05-01,3,Melbourne,3.0,3.0,7.0,469.3,156.43,0.0
2025-05-01,4,Melbourne,3.0,3.0,12.0,911.71,303.9,1.0
2025-05-01,5,Brisbane,6.0,6.0,18.0,5343.33,890.56,0.0
2025-05-01,6,Perth,10.0,10.0,29.0,4982.58,498.26,0.0
2025-05-01,7,Adelaide,12.0,12.0,33.0,5896.91,491.41,0.0
2025-05-01,8,Canberra,11.0,11.0,27.0,4877.89,443.44,0.0
2025-05-02,1,Sydney,2.0,2.0,4.0,1082.7,541.35,1.0
2025-05-02,2,Sydney,3.0,3.0,4.0,477.68,159.23,1.0
2025-05-02,3,Melbourne,3.0,3.0,12.0,2188.78,729.59,1.0
2025-05-02,4,Melbourne,4.0,4.0,16.0,1410.67,352.67,1.0
2025-05-02,5,Brisbane,13.0,13.0,34.0,5222.02,401.69,0.0
2025-05-02,6,Perth,8.0,8.0,28.0,1602.76,200.34,0.0
2025-05-02,7,Adelaide,15.0,15.0,47.0,6743.05,449.54,0.0
2025-05-02,8,Canberra,5.0,5.0,11.0,1795.3,359.06,0.0
2025-05-03,1,Sydney,4.0,4.0,7.0,1114.95,278.74,0.0
2025-05-03,2,Sydney,6.0,6.0,16.0,2172.7,362.12,0.0
2025-05-03,3,Melbourne,4.0,4.0,18.0,678.78,169.7,0.0
2025-05-03,4,Melbourne,6.0,6.0,18.0,1227.53,204.59,0.0
2025-05-03,5,Brisbane,2.0,2.0,2.0,168.4,84.2,0.0
2025-05-03,6,Perth,6.0,6.0,24.0,3022.12,503.69,2.0
2025-05-03,7,Adelaide,5.0,5.0,9.0,854.26,170.85,2.0
2025-05-03,8,Canberra,7.0,7.0,16.0,3294.98,470.71,0.0
2025-05-04,1,Sydney,4.0,4.0,16.0,3320.4,830.1,0.0
2025-05-04,2,Sydney,3.0,3.0,14.0,4497.22,1499.07,1.0
2025-05-04,3,Melbourne,2.0,2.0,9.0,778.36,389.18,0.0
2025-05-04,4,Melbourne,3.0,3.0,15.0,1810.82,603.61,0.0
2025-05-04,5,Brisbane,10.0,10.0,42.0,5246.55,524.66,0.0
2025-05-04,6,Perth,9.0,9.0,20.0,2976.58,330.73,0.0
2025-05-04,7,Adelaide,11.0,11.0,37.0,3000.2,272.75,0.0
2025-05-04,8,Canberra,8.0,8.0,24.0,4842.66,605.33,0.0
2025-05-05,1,Sydney,1.0,1.0,4.0,908.08,908.08,0.0
2025-05-05,2,Sydney,5.0,5.0,17.0,1780.27,356.05,0.0
2025-05-05,3,Melbourne,4.0,4.0,18.0,1699.99,425.0,0.0
2025-05-05,4,Melbourne,5.0,5.0,11.0,2259.46,451.89,0.0
2025-05-05,5,Brisbane,10.0,10.0,33.0,6294.99,629.5,0.0
2025-05-05,6,Perth,6.0,6.0,20.0,2589.31,431.55,1.0
2025-05-05,7,Adelaide,9.0,9.0,28.0,4295.99,477.33,0.0
2025-05-05,8,Canberra,8.0,8.0,24.0,3946.19,493.27,0.0
2025-05-06,1,Sydney,6.0,6.0,25.0,3820.97,636.83,0.0
2025-05-06,2,Sydney,2.0,2.0,10.0,941.61,470.8,0.0
2025-05-06,3,Melbourne,6.0,6.0,22.0,5580.15,930.02,0.0
2025-05-06,4,Melbourne,1.0,1.0,5.0,1343.35,1343.35,1.0
2025-05-06,5,Brisbane,9.0,9.0,16.0,2266.48,251.83,0.0
2025-05-06,6,Perth,9.0,9.0,42.0,7300.73,811.19,1.0
2025-05-06,7,Adelaide,6.0,6.0,17.0,921.07,153.51,0.0
2025-05-06,8,Canberra,3.0,3.0,9.0,1575.19,525.06,0.0
2025-05-07,1,Sydney,3.0,3.0,12.0,3095.23,1031.74,0.0
2025-05-07,2,Sydney,4.0,4.0,5.0,139.14,34.79,0.0
2025-05-07,3,Melbourne,2.0,2.0,4.0,643.36,321.68,0.0
2025-05-07,4,Melbourne,4.0,4.0,19.0,1444.17,361.04,0.0
2025-05-07,5,Brisbane,8.0,8.0,29.0,7827.03,978.38,1.0
2025-05-07,6,Perth,3.0,3.0,8.0,1330.95,443.65,0.0
2025-05-07,7,Adelaide,9.0,9.0,28.0,4840.92,537.88,0.0
2025-05-07,8,Canberra,14.0,14.0,56.0,9681.23,691.52,1.0
2025-05-08,1,Sydney,5.0,5.0,9.0,865.4,173.08,0.0
2025-05-08,2,Sydney,5.0,5.0,13.0,1324.8,264.96,0.0
2025-05-08,3,Melbourne,5.0,5.0,12.0,1449.78,289.96,0.0
2025-05-08,4,Melbourne,1.0,1.0,4.0,344.05,344.05,0.0
2025-05-08,5,Brisbane,14.0,14.0,48.0,8591.07,613.65,0.0
2025-05-08,6,Perth,8.0,8.0,35.0,6768.48,846.06,0.0
2025-05-08,7,Adelaide,8.0,8.0,31.0,3766.77,470.85,0.0
2025-05-08,8,Canberra,12.0,12.0,43.0,7858.01,654.83,0.0
2025-05-09,1,Sydney,1.0,1.0,3.0,185.11,185.11,1.0
2025-05-09,2,Sydney,2.0,2.0,6.0,633.38,316.69,0.0
2025-05-09,3,Melbourne,7.0,7.0,21.0,8413.69,1201.96,0.0
2025-05-09,4,Melbourne,6.0,6.0,15.0,6037.91,1006.32,0.0
2025-05-09,5,Brisbane,15.0,15.0,43.0,4085.53,272.37,1.0
2025-05-09,6,Perth,7.0,7.0,31.0,5556.29,793.76,1.0
2025-05-09,7,Adelaide,4.0,4.0,15.0,1241.25,310.31,0.0
2025-05-09,8,Canberra,5.0,5.0,16.0,1558.2,311.64,0.0
2025-05-10,1,Sydney,4.0,4.0,12.0,4747.04,1186.76,0.0
2025-05-10,2,Sydney,3.0,3.0,14.0,720.53,240.18,0.0
2025-05-10,3,Melbourne,4.0,4.0,23.0,4039.47,1009.87,1.0
2025-05-10,4,Melbourne,5.0,5.0,23.0,2281.61,456.32,2.0
2025-05-10,5,Brisbane,4.0,4.0,20.0,1569.18,392.3,0.0
2025-05-10,6,Perth,7.0,7.0,17.0,4113.91,587.7,0.0
2025-05-10,7,Adelaide,3.0,3.0,8.0,2282.74,760.91,0.0
2025-05-10,8,Canberra,12.0,12.0,36.0,5641.73,470.14,0.0
2025-05-11,1,Sydney,4.0,4.0,15.0,1558.35,389.59,2.0
2025-05-11,2,Sydney,7.0,7.0,20.0,5217.17,745.31,0.0
2025-05-11,3,Melbourne,2.0,2.0,5.0,1015.98,507.99,0.0
2025-05-11,4,Melbourne,6.0,6.0,27.0,3895.33,649.22,0.0
2025-05-11,5,Brisbane,9.0,9.0,19.0,2070.35,230.04,1.0
2025-05-11,6,Perth,4.0,4.0,15.0,2237.08,559.27,1.0
2025-05-11,7,Adelaide,13.0,13.0,27.0,7115.4,547.34,0.0
2025-05-11,8,Canberra,6.0,6.0,27.0,2248.19,374.7,0.0
2025-05-12,1,Sydney,3.0,3.0,9.0,595.24,198.41,0.0
2025-05-12,2,Sydney,3.0,3.0,8.0,1874.06,624.69,0.0
2025-05-12,3,Melbourne,6.0,6.0,15.0,1815.72,302.62,0.0
2025-05-12,4,Melbourne,7.0,7.0,20.0,6001.15,857.31,0.0
2025-05-12,5,Brisbane,10.0,10.0,37.0,7528.64,752.86,1.0
2025-05-12,6,Perth,7.0,7.0,27.0,1609.64,229.95,0.0
2025-05-12,7,Adelaide,5.0,5.0,10.0,2638.32,527.66,0.0
2025-05-12,8,Canberra,3.0,3.0,11.0,534.9,178.3,0.0
2025-05-13,1,Sydney,4.0,4.0,10.0,2539.97,634.99,1.0
2025-05-13,2,Sydney,4.0,4.0,10.0,780.6,195.15,0.0
2025-05-13,3,Melbourne,4.0,4.0,14.0,1455.02,363.76,1.0
2025-05-13,4,Melbourne,4.0,4.0,10.0,1251.32,312.83,0.0
2025-05-13,5,Brisbane,8.0,8.0,30.0,5126.13,640.77,2.0
2025-05-13,6,Perth,11.0,11.0,26.0,5022.29,456.57,0.0
2025-05-13,7,Adelaide,8.0,8.0,26.0,2050.34,256.29,0.0
2025-05-13,8,Canberra,7.0,7.0,19.0,4052.19,578.88,0.0
2025-05-14,1,Sydney,6.0,6.0,15.0,2625.11,437.52,1.0
2025-05-14,2,Sydney,5.0,5.0,26.0,3092.32,618.46,0.0
2025-05-14,3,Melbourne,5.0,5.0,20.0,3480.08,696.02,0.0
2025-05-14,4,Melbourne,4.0,4.0,16.0,4114.27,1028.57,0.0
2025-05-14,5,Brisbane,5.0,5.0,14.0,3084.18,616.84,0.0
2025-05-14,6,Perth,10.0,10.0,29.0,2322.74,232.27,2.0
2025-05-14,7,Adelaide,8.0,8.0,30.0,3700.45,462.56,0.0
2025-05-14,8,Canberra,15.0,15.0,66.0,9020.79,601.39,0.0
2025-05-15,1,Sydney,3.0,3.0,4.0,109.28,36.43,0.0
2025-05-15,2,Sydney,4.0,4.0,10.0,1352.6,338.15,0.0
2025-05-15,3,Melbourne,5.0,5.0,22.0,4996.45,999.29,0.0
2025-05-15,4,Melbourne,7.0,7.0,24.0,3384.57,483.51,0.0
2025-05-15,5,Brisbane,9.0,9.0,23.0,3353.09,372.57,0.0
2025-05-15,6,Perth,15.0,15.0,34.0,2826.72,188.45,0.0
2025-05-15,7,Adelaide,5.0,5.0,22.0,2498.87,499.77,1.0
2025-05-15,8,Canberra,8.0,8.0,32.0,6669.15,833.64,2.0
2025-05-16,1,Sydney,5.0,5.0,19.0,2365.25,473.05,0.0
2025-05-16,2,Sydney,4.0,4.0,8.0,3669.01,917.25,0.0
2025-05-16,3,Melbourne,2.0,2.0,3.0,2726.75,1363.38,0.0
2025-05-16,4,Melbourne,7.0,7.0,24.0,2932.61,418.94,1.0
2025-05-16,5,Brisbane,10.0,10.0,39.0,3452.94,345.29,1.0
2025-05-16,6,Perth,3.0,3.0,12.0,1757.8,585.93,0.0
2025-05-16,7,Adelaide,14.0,14.0,40.0,6173.02,440.93,0.0
2025-05-16,8,Canberra,6.0,6.0,21.0,2521.99,420.33,1.0
2025-05-17,1,Sydney,3.0,3.0,7.0,378.47,126.16,0.0
2025-05-17,2,Sydney,8.0,8.0,23.0,4695.45,586.93,0.0
2025-05-17,3,Melbourne,6.0,6.0,9.0,1955.44,325.91,1.0
2025-05-17,4,Melbourne,7.0,7.0,32.0,5623.99,803.43,0.0
2025-05-17,5,Brisbane,9.0,9.0,39.0,8856.78,984.09,0.0
2025-05-17,6,Perth,8.0,8.0,28.0,3903.38,487.92,1.0
2025-05-17,7,Adelaide,4.0,4.0,6.0,2336.14,584.04,2.0
2025-05-17,8,Canberra,11.0,11.0,50.0,7027.25,638.84,0.0
2025-05-18,1,Sydney,5.0,5.0,13.0,2502.87,500.57,0.0
2025-05-18,2,Sydney,3.0,3.0,12.0,1437.97,479.32,0.0
2025-05-18,3,Melbourne,5.0,5.0,12.0,2444.7,488.94,0.0
2025-05-18,4,Melbourne,8.0,8.0,24.0,2355.48,294.44,0.0
2025-05-18,5,Brisbane,9.0,9.0,30.0,3340.13,371.13,2.0
2025-05-18,6,Perth,8.0,8.0,32.0,4686.53,585.82,1.0
2025-05-18,7,Adelaide,7.0,7.0,21.0,5757.77,822.54,0.0
2025-05-18,8,Canberra,9.0,9.0,31.0,3628.12,403.12,0.0
2025-05-19,1,Sydney,1.0,1.0,3.0,211.22,211.22,0.0
2025-05-19,2,Sydney,4.0,4.0,14.0,945.78,236.44,0.0
2025-05-19,3,Melbourne,4.0,4.0,14.0,2246.2,561.55,0.0
2025-05-19,4,Melbourne,8.0,8.0,22.0,2029.66,253.71,0.0
2025-05-19,5,Brisbane,13.0,13.0,41.0,6856.07,527.39,1.0
2025-05-19,6,Perth,8.0,8.0,22.0,2620.77,327.6,0.0
2025-05-19,7,Adelaide,7.0,7.0,13.0,1637.7,233.96,1.0
2025-05-19,8,Canberra,10.0,10.0,37.0,4701.41,470.14,1.0
2025-05-20,1,Sydney,5.0,5.0,13.0,3434.98,687.0,0.0
2025-05-20,2,Sydney,2.0,2.0,6.0,1337.59,668.8,0.0
2025-05-20,3,Melbourne,4.0,4.0,16.0,4130.12,1032.53,1.0
2025-05-20,4,Melbourne,8.0,8.0,22.0,1778.95,222.37,0.0
2025-05-20,5,Brisbane,13.0,13.0,46.0,12902.09,992.47,0.0
2025-05-20,6,Perth,7.0,7.0,15.0,2170.91,310.13,0.0
2025-05-20,7,Adelaide,8.0,8.0,23.0,4304.38,538.05,1.0
2025-05-20,8,Canberra,12.0,12.0,35.0,5298.09,441.51,0.0
2025-05-21,1,Sydney,3.0,3.0,8.0,3506.38,1168.79,0.0
2025-05-21,2,Sydney,4.0,4.0,9.0,1607.9,401.98,0.0
2025-05-21,3,Melbourne,3.0,3.0,13.0,4724.32,1574.77,1.0
2025-05-21,4,Melbourne,3.0,3.0,7.0,453.24,151.08,1.0
2025-05-21,5,Brisbane,5.0,5.0,17.0,4327.39,865.48,1.0
2025-05-21,6,Perth,12.0,12.0,33.0,5093.81,424.48,1.0
2025-05-21,7,Adelaide,11.0,11.0,35.0,8241.53,749.23,0.0
2025-05-21,8,Canberra,14.0,14.0,43.0,8476.3,605.45,1.0
2025-05-22,1,Sydney,2.0,2.0,6.0,830.84,415.42,0.0
2025-05-22,2,Sydney,5.0,5.0,28.0,3772.95,754.59,1.0
2025-05-22,3,Melbourne,1.0,1.0,5.0,2174.64,2174.64,1.0
2025-05-22,4,Melbourne,3.0,3.0,6.0,590.42,196.81,0.0
2025-05-22,5,Brisbane,11.0,11.0,45.0,8588.47,780.77,1.0
2025-05-22,6,Perth,10.0,10.0,21.0,2779.72,277.97,0.0
2025-05-22,7,Adelaide,11.0,11.0,44.0,6074.69,552.24,0.0
2025-05-22,8,Canberra,7.0,7.0,25.0,3766.16,538.02,1.0
2025-05-23,1,Sydney,2.0,2.0,10.0,1367.69,683.84,0.0
2025-05-23,2,Sydney,4.0,4.0,19.0,1894.76,473.69,0.0
2025-05-23,3,Melbourne,10.0,10.0,25.0,2595.81,259.58,0.0
2025-05-23,4,Melbourne,4.0,4.0,12.0,2449.15,612.29,0.0
2025-05-23,5,Brisbane,4.0,4.0,16.0,3011.99,753.0,0.0
2025-05-23,6,Perth,6.0,6.0,16.0,2746.05,457.68,1.0
2025-05-23,7,Adelaide,10.0,10.0,34.0,4030.53,403.05,0.0
2025-05-23,8,Canberra,7.0,7.0,21.0,4473.59,639.08,1.0
2025-05-24,1,Sydney,3.0,3.0,6.0,2202.45,734.15,0.0
2025-05-24,2,Sydney,5.0,5.0,19.0,3529.49,705.9,0.0
2025-05-24,3,Melbourne,3.0,3.0,7.0,443.75,147.92,0.0
2025-05-24,4,Melbourne,3.0,3.0,3.0,126.69,42.23,0.0
2025-05-24,5,Brisbane,7.0,7.0,24.0,4289.91,612.84,1.0
2025-05-24,6,Perth,5.0,5.0,12.0,2387.53,477.51,0.0
2025-05-24,7,Adelaide,9.0,9.0,30.0,3423.93,380.44,1.0
2025-05-24,8,Canberra,9.0,9.0,27.0,5227.66,580.85,0.0
2025-05-25,1,Sydney,3.0,3.0,7.0,2198.2,732.73,1.0
2025-05-25,2,Sydney,5.0,5.0,15.0,672.3,134.46,0.0
2025-05-25,3,Melbourne,4.0,4.0,13.0,1462.55,365.64,0.0
2025-05-25,4,Melbourne,4.0,4.0,15.0,692.46,173.12,0.0
2025-05-25,5,Brisbane,7.0,7.0,22.0,4535.82,647.97,1.0
2025-05-25,6,Perth,6.0,6.0,17.0,3423.56,570.59,0.0
2025-05-25,7,Adelaide,14.0,14.0,49.0,6832.55,488.04,0.0
2025-05-25,8,Canberra,3.0,3.0,12.0,1898.26,632.75,2.0
2025-05-26,1,Sydney,4.0,4.0,13.0,1794.54,448.64,1.0
2025-05-26,2,Sydney,5.0,5.0,12.0,1790.79,358.16,0.0
2025-05-26,3,Melbourne,6.0,6.0,21.0,3545.71,590.95,0.0
2025-05-26,4,Melbourne,3.0,3.0,12.0,1160.74,386.91,0.0
2025-05-26,5,Brisbane,18.0,18.0,44.0,4090.52,227.25,0.0
2025-05-26,6,Perth,8.0,8.0,19.0,3562.47,445.31,1.0
2025-05-26,7,Adelaide,4.0,4.0,8.0,763.65,190.91,1.0
2025-05-26,8,Canberra,2.0,2.0,7.0,1596.56,798.28,0.0
2025-05-27,1,Sydney,2.0,2.0,2.0,299.02,149.51,0.0
2025-05-27,2,Sydney,5.0,5.0,18.0,2926.68,585.34,0.0
2025-05-27,3,Melbourne,5.0,5.0,14.0,1527.28,305.46,0.0
2025-05-27,4,Melbourne,8.0,8.0,26.0,1469.29,183.66,0.0
2025-05-27,5,Brisbane,8.0,8.0,29.0,5397.29,674.66,0.0
2025-05-27,6,Perth,7.0,7.0,17.0,2618.22,374.03,2.0
2025-05-27,7,Adelaide,9.0,9.0,33.0,2826.19,314.02,0.0
2025-05-27,8,Canberra,3.0,3.0,16.0,1814.63,604.88,0.0
2025-05-28,1,Sydney,3.0,3.0,14.0,1602.72,534.24,0.0
2025-05-28,2,Sydney,6.0,6.0,19.0,1749.46,291.58,0.0
2025-05-28,3,Melbourne,6.0,6.0,19.0,3272.88,545.48,0.0
2025-05-28,4,Melbourne,2.0,2.0,8.0,1332.0,666.0,0.0
2025-05-28,5,Brisbane,9.0,9.0,36.0,5492.28,610.25,1.0
2025-05-28,6,Perth,11.0,11.0,30.0,3433.0,312.09,0.0
2025-05-28,7,Adelaide,4.0,4.0,20.0,5351.39,1337.85,1.0
2025-05-28,8,Canberra,7.0,7.0,18.0,3086.96,440.99,0.0
2025-05-29,1,Sydney,7.0,7.0,15.0,3476.56,496.65,0.0
2025-05-29,2,Sydney,4.0,4.0,12.0,3837.6,959.4,0.0
2025-05-29,3,Melbourne,2.0,2.0,6.0,2217.92,1108.96,0.0
2025-05-29,4,Melbourne,5.0,5.0,19.0,2237.46,447.49,0.0
2025-05-29,5,Brisbane,14.0,14.0,51.0,10022.22,715.87,2.0
2025-05-29,6,Perth,11.0,11.0,31.0,4750.72,431.88,0.0
2025-05-29,7,Adelaide,5.0,5.0,11.0,858.22,171.64,1.0
2025-05-29,8,Canberra,7.0,7.0,24.0,3665.75,523.68,0.0
2025-05-30,1,Sydney,3.0,3.0,5.0,586.41,195.47,0.0
2025-05-30,2,Sydney,3.0,3.0,21.0,4872.88,1624.29,0.0
2025-05-30,3,Melbourne,8.0,8.0,24.0,2234.25,279.28,0.0
2025-05-30,4,Melbourne,6.0,6.0,14.0,1940.11,323.35,0.0
2025-05-30,5,Brisbane,8.0,8.0,24.0,1815.46,226.93,0.0
2025-05-30,6,Perth,8.0,8.0,30.0,6207.09,775.89,2.0
2025-05-30,7,Adelaide,13.0,13.0,50.0,6176.71,475.13,0.0
2025-05-30,8,Canberra,12.0,12.0,38.0,7053.3,587.78,0.0
2025-05-31,1,Sydney,6.0,6.0,18.0,660.59,110.1,0.0
2025-05-31,2,Sydney,6.0,6.0,19.0,2841.7,473.62,1.0
2025-05-31,3,Melbourne,2.0,2.0,9.0,1584.13,792.06,0.0
2025-05-31,4,Melbourne,3.0,3.0,9.0,532.47,177.49,0.0
2025-05-31,5,Brisbane,7.0,7.0,17.0,1818.66,259.81,0.0
2025-05-31,6,Perth,10.0,10.0,32.0,5142.79,514.28,1.0
2025-05-31,7,Adelaide,5.0,5.0,14.0,1384.04,276.81,1.0
2025-05-31,8,Canberra,9.0,9.0,25.0,4494.85,499.43,0.0
2025-06-01,1,Sydney,8.0,8.0,19.0,1801.17,225.15,0.0
2025-06-01,2,Sydney,6.0,6.0,23.0,3104.12,517.35,1.0
2025-06-01,3,Melbourne,2.0,2.0,11.0,437.43,218.72,0.0
2025-06-01,4,Melbourne,7.0,7.0,23.0,2717.41,388.2,0.0
2025-06-01,5,Brisbane,5.0,5.0,15.0,1663.54,332.71,2.0
2025-06-01,6,Perth,7.0,7.0,18.0,2118.78,302.68,0.0
2025-06-01,7,Adelaide,8.0,8.0,38.0,7753.29,969.16,0.0
2025-06-01,8,Canberra,7.0,7.0,33.0,4066.87,580.98,0.0
