inventory_id,store_id,product_id,snapshot_date,stock_level,reorder_level
4761,2,136,2026-03-15,55,10
4762,2,74,2026-03-15,40,9
4763,2,158,2026-03-15,46,14
4764,2,29,2026-03-15,114,22
4765,2,24,2026-03-15,117,27
4766,2,80,2026-03-15,59,14
4767,2,55,2026-03-15,134,21
4768,2,4,2026-03-15,135,28
4769,2,115,2026-03-15,122,28
4770,2,125,2026-03-15,135,25
4771,2,181,2026-03-15,126,24
4772,2,112,2026-03-15,54,11
4773,2,183,2026-03-15,110,21
4774,2,65,2026-03-15,62,11
4775,2,10,2026-03-15,113,22
4776,2,69,2026-03-15,121,23
4777,2,36,2026-03-15,45,7
4778,2,46,2026-03-15,105,21
4779,2,90,2026-03-15,88,18
4780,2,48,2026-03-15,61,12
4781,2,178,2026-03-15,162,25
4782,2,127,2026-03-15,87,16
4783,2,143,2026-03-15,136,29
4784,2,8,2026-03-15,96,23
4785,2,13,2026-03-15,109,23
4786,2,33,2026-03-15,157,28
4787,2,182,2026-03-15,66,12
4788,2,137,2026-03-15,106,25
4789,2,106,2026-03-15,112,22
4790,2,179,2026-03-15,37,9
4791,2,49,2026-03-15,43,8
4792,2,191,2026-03-15,49,8
4793,2,113,2026-03-15,84,20
4794,2,82,2026-03-15,19,4
4795,2,96,2026-03-15,61,11
4796,2,44,2026-03-15,49,8
4797,2,159,2026-03-15,148,28
4798,2,188,2026-03-15,108,18
4799,2,100,2026-03-15,110,24
4800,2,66,2026-03-15,96,19
4801,2,139,2026-03-15,94,21
4802,2,47,2026-03-15,19,4
4803,2,119,2026-03-15,55,9
4804,2,86,2026-03-15,148,25
4805,2,111,2026-03-15,76,18
4806,2,142,2026-03-15,122,23
4807,2,200,2026-03-15,29,6
4808,2,116,2026-03-15,105,27
4809,2,38,2026-03-15,65,15
4810,2,185,2026-03-15,38,7
4811,2,3,2026-03-15,99,25
4812,2,45,2026-03-15,69,13
4813,2,18,2026-03-15,37,6
4814,2,109,2026-03-15,95,17
4815,2,153,2026-03-15,118,23
4816,2,107,2026-03-15,124,21
4817,2,52,2026-03-15,81,15
4818,2,59,2026-03-15,107,19
4819,2,126,2026-03-15,87,18
4820,2,7,2026-03-15,73,19
4821,2,81,2026-03-15,31,6
4822,2,103,2026-03-15,95,19
4823,2,34,2026-03-15,49,11
4824,2,27,2026-03-15,46,9
4825,2,168,2026-03-15,99,22
4826,2,194,2026-03-15,40,8
4827,2,193,2026-03-15,51,10
4828,2,149,2026-03-15,109,21
4829,2,173,2026-03-15,59,11
4830,2,89,2026-03-15,49,13
4831,2,189,2026-03-15,83,21
4832,2,138,2026-03-15,79,15
4833,2,88,2026-03-15,25,7
4834,2,187,2026-03-15,172,28
4835,2,160,2026-03-15,46,11
4836,2,190,2026-03-15,99,19
4837,2,78,2026-03-15,75,18
4838,2,91,2026-03-15,49,8
4839,2,28,2026-03-15,101,24
4840,2,42,2026-03-15,80,17
4841,2,144,2026-03-15,17,4
4842,2,16,2026-03-15,109,20
4843,2,72,2026-03-15,126,28
4844,2,134,2026-03-15,21,5
4845,2,1,2026-03-15,17,4
4846,2,162,2026-03-15,22,5
4847,2,155,2026-03-15,117,23
4848,2,71,2026-03-15,41,11
4849,2,53,2026-03-15,104,22
4850,2,161,2026-03-15,47,9
4851,2,154,2026-03-15,144,29
4852,2,6,2026-03-15,156,28
4853,2,169,2026-03-15,46,7
4854,2,40,2026-03-15,53,9
4855,2,77,2026-03-15,118,27
4856,2,163,2026-03-15,98,19
4857,2,76,2026-03-15,86,15
4858,2,20,2026-03-15,111,27
4859,2,130,2026-03-15,134,23
4860,2,61,2026-03-15,146,25
4861,2,31,2026-03-15,39,7
4862,2,108,2026-03-15,32,5
4863,2,157,2026-03-15,72,16
4864,2,135,2026-03-15,138,24
4865,2,98,2026-03-15,93,15
4866,2,83,2026-03-15,62,12
4867,2,25,2026-03-15,59,9
4868,2,186,2026-03-15,120,19
4869,2,156,2026-03-15,38,6
4870,2,37,2026-03-15,92,17
4871,2,114,2026-03-15,63,11
4872,2,92,2026-03-15,39,7
4873,2,62,2026-03-15,39,7
4874,2,140,2026-03-15,97,22
4875,2,12,2026-03-15,41,9
4876,2,133,2026-03-15,43,9
4877,2,5,2026-03-15,46,11
4878,2,17,2026-03-15,80,17
4879,2,70,2026-03-15,90,16
4880,2,167,2026-03-15,122,20
4881,2,95,2026-03-15,136,21
4882,2,14,2026-03-15,78,13
4883,2,23,2026-03-15,130,20
4884,2,39,2026-03-15,55,11
4885,2,148,2026-03-15,134,27
4886,2,198,2026-03-15,121,21
4887,2,122,2026-03-15,74,20
4888,2,128,2026-03-15,44,8
4889,2,99,2026-03-15,72,17
4890,2,79,2026-03-15,56,11
4891,2,43,2026-03-15,141,27
4892,2,175,2026-03-15,21,4
4893,2,129,2026-03-15,80,16
4894,2,146,2026-03-15,105,24
4895,2,26,2026-03-15,134,24
4896,2,102,2026-03-15,48,9
4897,2,63,2026-03-15,100,20
4898,2,177,2026-03-15,81,14
4899,2,170,2026-03-15,69,14
4900,2,41,2026-03-15,55,11
4901,2,136,2026-03-22,55,10
4902,2,74,2026-03-22,42,9
4903,2,158,2026-03-22,68,14
4904,2,29,2026-03-22,127,22
4905,2,24,2026-03-22,140,27
4906,2,80,2026-03-22,79,14
4907,2,55,2026-03-22,106,21
4908,2,4,2026-03-22,129,28
4909,2,115,2026-03-22,162,28
4910,2,125,2026-03-22,145,25
4911,2,181,2026-03-22,130,24
4912,2,112,2026-03-22,54,11
4913,2,183,2026-03-22,106,21
4914,2,65,2026-03-22,60,11
4915,2,10,2026-03-22,106,22
4916,2,69,2026-03-22,148,23
4917,2,36,2026-03-22,34,7
4918,2,46,2026-03-22,116,21
4919,2,90,2026-03-22,93,18
4920,2,48,2026-03-22,53,12
4921,2,178,2026-03-22,130,25
4922,2,127,2026-03-22,76,16
4923,2,143,2026-03-22,176,29
4924,2,8,2026-03-22,107,23
4925,2,13,2026-03-22,117,23
4926,2,33,2026-03-22,125,28
4927,2,182,2026-03-22,69,12
4928,2,137,2026-03-22,95,25
4929,2,106,2026-03-22,110,22
4930,2,179,2026-03-22,48,9
4931,2,49,2026-03-22,43,8
4932,2,191,2026-03-22,42,8
4933,2,113,2026-03-22,93,20
4934,2,82,2026-03-22,21,4
4935,2,96,2026-03-22,60,11
4936,2,44,2026-03-22,38,8
4937,2,159,2026-03-22,178,28
4938,2,188,2026-03-22,97,18
4939,2,100,2026-03-22,113,24
4940,2,66,2026-03-22,101,19
4941,2,139,2026-03-22,117,21
4942,2,47,2026-03-22,21,4
4943,2,119,2026-03-22,50,9
4944,2,86,2026-03-22,122,25
4945,2,111,2026-03-22,79,18
4946,2,142,2026-03-22,109,23
4947,2,200,2026-03-22,32,6
4948,2,116,2026-03-22,121,27
4949,2,38,2026-03-22,95,15
4950,2,185,2026-03-22,35,7
4951,2,3,2026-03-22,140,25
4952,2,45,2026-03-22,66,13
4953,2,18,2026-03-22,22,6
4954,2,109,2026-03-22,100,17
4955,2,153,2026-03-22,126,23
4956,2,107,2026-03-22,125,21
4957,2,52,2026-03-22,54,15
4958,2,59,2026-03-22,89,19
4959,2,126,2026-03-22,104,18
4960,2,7,2026-03-22,107,19
4961,2,81,2026-03-22,36,6
4962,2,103,2026-03-22,86,19
4963,2,34,2026-03-22,41,11
4964,2,27,2026-03-22,54,9
4965,2,168,2026-03-22,146,22
4966,2,194,2026-03-22,35,8
4967,2,193,2026-03-22,58,10
4968,2,149,2026-03-22,115,21
4969,2,173,2026-03-22,61,11
4970,2,89,2026-03-22,61,13
4971,2,189,2026-03-22,106,21
4972,2,138,2026-03-22,77,15
4973,2,88,2026-03-22,43,7
4974,2,187,2026-03-22,159,28
4975,2,160,2026-03-22,45,11
4976,2,190,2026-03-22,120,19
4977,2,78,2026-03-22,92,18
4978,2,91,2026-03-22,34,8
4979,2,28,2026-03-22,107,24
4980,2,42,2026-03-22,91,17
4981,2,144,2026-03-22,17,4
4982,2,16,2026-03-22,97,20
4983,2,72,2026-03-22,171,28
4984,2,134,2026-03-22,17,5
4985,2,1,2026-03-22,24,4
4986,2,162,2026-03-22,24,5
4987,2,155,2026-03-22,84,23
4988,2,71,2026-03-22,60,11
4989,2,53,2026-03-22,92,22
4990,2,161,2026-03-22,38,9
4991,2,154,2026-03-22,149,29
4992,2,6,2026-03-22,135,28
4993,2,169,2026-03-22,30,7
4994,2,40,2026-03-22,48,9
4995,2,77,2026-03-22,80,27
4996,2,163,2026-03-22,111,19
4997,2,76,2026-03-22,77,15
4998,2,20,2026-03-22,109,27
4999,2,130,2026-03-22,142,23
5000,2,61,2026-03-22,114,25
5001,2,31,2026-03-22,38,7
5002,2,108,2026-03-22,32,5
5003,2,157,2026-03-22,92,16
5004,2,135,2026-03-22,104,24
5005,2,98,2026-03-22,85,15
5006,2,83,2026-03-22,66,12
5007,2,25,2026-03-22,33,9
5008,2,186,2026-03-22,106,19
5009,2,156,2026-03-22,31,6
5010,2,37,2026-03-22,96,17
5011,2,114,2026-03-22,69,11
5012,2,92,2026-03-22,36,7
5013,2,62,2026-03-22,33,7
5014,2,140,2026-03-22,86,22
5015,2,12,2026-03-22,48,9
5016,2,133,2026-03-22,50,9
5017,2,5,2026-03-22,61,11
5018,2,17,2026-03-22,96,17
5019,2,70,2026-03-22,84,16
5020,2,167,2026-03-22,95,20
5021,2,95,2026-03-22,131,21
5022,2,14,2026-03-22,75,13
5023,2,23,2026-03-22,90,20
5024,2,39,2026-03-22,69,11
5025,2,148,2026-03-22,109,27
5026,2,198,2026-03-22,108,21
5027,2,122,2026-03-22,103,20
5028,2,128,2026-03-22,55,8
5029,2,99,2026-03-22,76,17
5030,2,79,2026-03-22,60,11
5031,2,43,2026-03-22,125,27
5032,2,175,2026-03-22,20,4
5033,2,129,2026-03-22,85,16
5034,2,146,2026-03-22,107,24
5035,2,26,2026-03-22,99,24
5036,2,102,2026-03-22,53,9
5037,2,63,2026-03-22,131,20
5038,2,177,2026-03-22,77,14
5039,2,170,2026-03-22,53,14
5040,2,41,2026-03-22,58,11
5041,2,136,2026-03-29,48,10
5042,2,74,2026-03-29,52,9
5043,2,158,2026-03-29,70,14
5044,2,29,2026-03-29,119,22
5045,2,24,2026-03-29,163,27
5046,2,80,2026-03-29,71,14
5047,2,55,2026-03-29,82,21
5048,2,4,2026-03-29,144,28
5049,2,115,2026-03-29,143,28
5050,2,125,2026-03-29,150,25
5051,2,181,2026-03-29,124,24
5052,2,112,2026-03-29,74,11
5053,2,183,2026-03-29,95,21
5054,2,65,2026-03-29,45,11
5055,2,10,2026-03-29,98,22
5056,2,69,2026-03-29,152,23
5057,2,36,2026-03-29,28,7
5058,2,46,2026-03-29,96,21
5059,2,90,2026-03-29,98,18
5060,2,48,2026-03-29,57,12
5061,2,178,2026-03-29,123,25
5062,2,127,2026-03-29,81,16
5063,2,143,2026-03-29,108,29
5064,2,8,2026-03-29,118,23
5065,2,13,2026-03-29,136,23
5066,2,33,2026-03-29,153,28
5067,2,182,2026-03-29,60,12
5068,2,137,2026-03-29,116,25
5069,2,106,2026-03-29,112,22
5070,2,179,2026-03-29,48,9
5071,2,49,2026-03-29,37,8
5072,2,191,2026-03-29,53,8
5073,2,113,2026-03-29,62,20
5074,2,82,2026-03-29,20,4
5075,2,96,2026-03-29,42,11
5076,2,44,2026-03-29,39,8
5077,2,159,2026-03-29,142,28
5078,2,188,2026-03-29,116,18
5079,2,100,2026-03-29,113,24
5080,2,66,2026-03-29,96,19
5081,2,139,2026-03-29,102,21
5082,2,47,2026-03-29,24,4
5083,2,119,2026-03-29,47,9
5084,2,86,2026-03-29,136,25
5085,2,111,2026-03-29,106,18
5086,2,142,2026-03-29,118,23
5087,2,200,2026-03-29,36,6
5088,2,116,2026-03-29,172,27
5089,2,38,2026-03-29,93,15
5090,2,185,2026-03-29,38,7
5091,2,3,2026-03-29,135,25
5092,2,45,2026-03-29,81,13
5093,2,18,2026-03-29,28,6
5094,2,109,2026-03-29,86,17
5095,2,153,2026-03-29,111,23
5096,2,107,2026-03-29,107,21
5097,2,52,2026-03-29,83,15
5098,2,59,2026-03-29,107,19
5099,2,126,2026-03-29,88,18
5100,2,7,2026-03-29,84,19
5101,2,81,2026-03-29,37,6
5102,2,103,2026-03-29,89,19
5103,2,34,2026-03-29,58,11
5104,2,27,2026-03-29,29,9
5105,2,168,2026-03-29,129,22
5106,2,194,2026-03-29,48,8
5107,2,193,2026-03-29,50,10
5108,2,149,2026-03-29,118,21
5109,2,173,2026-03-29,62,11
5110,2,89,2026-03-29,59,13
5111,2,189,2026-03-29,124,21
5112,2,138,2026-03-29,94,15
5113,2,88,2026-03-29,44,7
5114,2,187,2026-03-29,124,28
5115,2,160,2026-03-29,54,11
5116,2,190,2026-03-29,78,19
5117,2,78,2026-03-29,104,18
5118,2,91,2026-03-29,55,8
5119,2,28,2026-03-29,121,24
5120,2,42,2026-03-29,87,17
5121,2,144,2026-03-29,16,4
5122,2,16,2026-03-29,88,20
5123,2,72,2026-03-29,127,28
5124,2,134,2026-03-29,29,5
5125,2,1,2026-03-29,22,4
5126,2,162,2026-03-29,26,5
5127,2,155,2026-03-29,132,23
5128,2,71,2026-03-29,44,11
5129,2,53,2026-03-29,118,22
5130,2,161,2026-03-29,55,9
5131,2,154,2026-03-29,177,29
5132,2,6,2026-03-29,111,28
5133,2,169,2026-03-29,44,7
5134,2,40,2026-03-29,42,9
5135,2,77,2026-03-29,167,27
5136,2,163,2026-03-29,82,19
5137,2,76,2026-03-29,41,15
5138,2,20,2026-03-29,171,27
5139,2,130,2026-03-29,104,23
5140,2,61,2026-03-29,135,25
5141,2,31,2026-03-29,31,7
5142,2,108,2026-03-29,28,5
5143,2,157,2026-03-29,96,16
5144,2,135,2026-03-29,149,24
5145,2,98,2026-03-29,84,15
5146,2,83,2026-03-29,61,12
5147,2,25,2026-03-29,53,9
5148,2,186,2026-03-29,100,19
5149,2,156,2026-03-29,30,6
5150,2,37,2026-03-29,71,17
5151,2,114,2026-03-29,57,11
5152,2,92,2026-03-29,39,7
5153,2,62,2026-03-29,32,7
5154,2,140,2026-03-29,128,22
5155,2,12,2026-03-29,43,9
5156,2,133,2026-03-29,44,9
5157,2,5,2026-03-29,63,11
5158,2,17,2026-03-29,96,17
5159,2,70,2026-03-29,80,16
5160,2,167,2026-03-29,80,20
5161,2,95,2026-03-29,90,21
5162,2,14,2026-03-29,59,13
5163,2,23,2026-03-29,124,20
5164,2,39,2026-03-29,58,11
5165,2,148,2026-03-29,122,27
5166,2,198,2026-03-29,139,21
5167,2,122,2026-03-29,83,20
5168,2,128,2026-03-29,47,8
5169,2,99,2026-03-29,97,17
5170,2,79,2026-03-29,55,11
5171,2,43,2026-03-29,110,27
5172,2,175,2026-03-29,18,4
5173,2,129,2026-03-29,87,16
5174,2,146,2026-03-29,119,24
5175,2,26,2026-03-29,126,24
5176,2,102,2026-03-29,43,9
5177,2,63,2026-03-29,130,20
5178,2,177,2026-03-29,75,14
5179,2,170,2026-03-29,79,14
5180,2,41,2026-03-29,51,11
5181,2,136,2026-04-05,54,10
5182,2,74,2026-04-05,41,9
5183,2,158,2026-04-05,70,14
5184,2,29,2026-04-05,95,22
5185,2,24,2026-04-05,140,27
5186,2,80,2026-04-05,70,14
5187,2,55,2026-04-05,115,21
5188,2,4,2026-04-05,134,28
5189,2,115,2026-04-05,114,28
5190,2,125,2026-04-05,136,25
5191,2,181,2026-04-05,127,24
5192,2,112,2026-04-05,68,11
5193,2,183,2026-04-05,109,21
5194,2,65,2026-04-05,73,11
5195,2,10,2026-04-05,108,22
5196,2,69,2026-04-05,120,23
5197,2,36,2026-04-05,35,7
5198,2,46,2026-04-05,87,21
5199,2,90,2026-04-05,109,18
5200,2,48,2026-04-05,58,12
5201,2,178,2026-04-05,123,25
5202,2,127,2026-04-05,74,16
5203,2,143,2026-04-05,176,29
5204,2,8,2026-04-05,103,23
5205,2,13,2026-04-05,112,23
5206,2,33,2026-04-05,138,28
5207,2,182,2026-04-05,64,12
5208,2,137,2026-04-05,116,25
5209,2,106,2026-04-05,108,22
5210,2,179,2026-04-05,53,9
5211,2,49,2026-04-05,46,8
5212,2,191,2026-04-05,37,8
5213,2,113,2026-04-05,121,20
5214,2,82,2026-04-05,25,4
5215,2,96,2026-04-05,55,11
5216,2,44,2026-04-05,30,8
5217,2,159,2026-04-05,150,28
5218,2,188,2026-04-05,85,18
5219,2,100,2026-04-05,122,24
5220,2,66,2026-04-05,81,19
5221,2,139,2026-04-05,127,21
5222,2,47,2026-04-05,22,4
5223,2,119,2026-04-05,35,9
5224,2,86,2026-04-05,115,25
5225,2,111,2026-04-05,100,18
5226,2,142,2026-04-05,129,23
5227,2,200,2026-04-05,37,6
5228,2,116,2026-04-05,133,27
5229,2,38,2026-04-05,95,15
5230,2,185,2026-04-05,37,7
5231,2,3,2026-04-05,129,25
5232,2,45,2026-04-05,72,13
5233,2,18,2026-04-05,24,6
5234,2,109,2026-04-05,103,17
5235,2,153,2026-04-05,127,23
5236,2,107,2026-04-05,97,21
5237,2,52,2026-04-05,72,15
5238,2,59,2026-04-05,80,19
5239,2,126,2026-04-05,102,18
5240,2,7,2026-04-05,94,19
5241,2,81,2026-04-05,32,6
5242,2,103,2026-04-05,99,19
5243,2,34,2026-04-05,43,11
5244,2,27,2026-04-05,44,9
5245,2,168,2026-04-05,106,22
5246,2,194,2026-04-05,41,8
5247,2,193,2026-04-05,64,10
5248,2,149,2026-04-05,122,21
5249,2,173,2026-04-05,52,11
5250,2,89,2026-04-05,65,13
5251,2,189,2026-04-05,117,21
5252,2,138,2026-04-05,84,15
5253,2,88,2026-04-05,42,7
5254,2,187,2026-04-05,141,28
5255,2,160,2026-04-05,55,11
5256,2,190,2026-04-05,77,19
5257,2,78,2026-04-05,112,18
5258,2,91,2026-04-05,45,8
5259,2,28,2026-04-05,127,24
5260,2,42,2026-04-05,66,17
5261,2,144,2026-04-05,20,4
5262,2,16,2026-04-05,125,20
5263,2,72,2026-04-05,167,28
5264,2,134,2026-04-05,20,5
5265,2,1,2026-04-05,19,4
5266,2,162,2026-04-05,25,5
5267,2,155,2026-04-05,158,23
5268,2,71,2026-04-05,54,11
5269,2,53,2026-04-05,116,22
5270,2,161,2026-04-05,34,9
5271,2,154,2026-04-05,181,29
5272,2,6,2026-04-05,116,28
5273,2,169,2026-04-05,45,7
5274,2,40,2026-04-05,54,9
5275,2,77,2026-04-05,120,27
5276,2,163,2026-04-05,101,19
5277,2,76,2026-04-05,69,15
5278,2,20,2026-04-05,127,27
5279,2,130,2026-04-05,91,23
5280,2,61,2026-04-05,122,25
5281,2,31,2026-04-05,28,7
5282,2,108,2026-04-05,28,5
5283,2,157,2026-04-05,95,16
5284,2,135,2026-04-05,116,24
5285,2,98,2026-04-05,77,15
5286,2,83,2026-04-05,70,12
5287,2,25,2026-04-05,52,9
5288,2,186,2026-04-05,125,19
5289,2,156,2026-04-05,28,6
5290,2,37,2026-04-05,64,17
5291,2,114,2026-04-05,58,11
5292,2,92,2026-04-05,42,7
5293,2,62,2026-04-05,27,7
5294,2,140,2026-04-05,100,22
5295,2,12,2026-04-05,47,9
5296,2,133,2026-04-05,40,9
5297,2,5,2026-04-05,50,11
5298,2,17,2026-04-05,89,17
5299,2,70,2026-04-05,88,16
5300,2,167,2026-04-05,102,20
5301,2,95,2026-04-05,123,21
5302,2,14,2026-04-05,67,13
5303,2,23,2026-04-05,109,20
5304,2,39,2026-04-05,49,11
5305,2,148,2026-04-05,100,27
5306,2,198,2026-04-05,144,21
5307,2,122,2026-04-05,87,20
5308,2,128,2026-04-05,52,8
5309,2,99,2026-04-05,91,17
5310,2,79,2026-04-05,67,11
5311,2,43,2026-04-05,114,27
5312,2,175,2026-04-05,20,4
5313,2,129,2026-04-05,68,16
5314,2,146,2026-04-05,81,24
5315,2,26,2026-04-05,115,24
5316,2,102,2026-04-05,54,9
5317,2,63,2026-04-05,145,20
5318,2,177,2026-04-05,75,14
5319,2,170,2026-04-05,64,14
5320,2,41,2026-04-05,48,11
5321,2,136,2026-04-12,49,10
5322,2,74,2026-04-12,55,9
5323,2,158,2026-04-12,68,14
5324,2,29,2026-04-12,100,22
5325,2,24,2026-04-12,149,27
5326,2,80,2026-04-12,105,14
5327,2,55,2026-04-12,113,21
5328,2,4,2026-04-12,155,28
5329,2,115,2026-04-12,152,28
5330,2,125,2026-04-12,127,25
5331,2,181,2026-04-12,134,24
5332,2,112,2026-04-12,53,11
5333,2,183,2026-04-12,108,21
5334,2,65,2026-04-12,44,11
5335,2,10,2026-04-12,76,22
5336,2,69,2026-04-12,148,23
5337,2,36,2026-04-12,36,7
5338,2,46,2026-04-12,105,21
5339,2,90,2026-04-12,103,18
5340,2,48,2026-04-12,61,12
5341,2,178,2026-04-12,177,25
5342,2,127,2026-04-12,67,16
5343,2,143,2026-04-12,164,29
5344,2,8,2026-04-12,128,23
5345,2,13,2026-04-12,101,23
5346,2,33,2026-04-12,118,28
5347,2,182,2026-04-12,54,12
5348,2,137,2026-04-12,146,25
5349,2,106,2026-04-12,97,22
5350,2,179,2026-04-12,45,9
5351,2,49,2026-04-12,43,8
5352,2,191,2026-04-12,45,8
5353,2,113,2026-04-12,90,20
5354,2,82,2026-04-12,23,4
5355,2,96,2026-04-12,52,11
5356,2,44,2026-04-12,34,8
5357,2,159,2026-04-12,129,28
5358,2,188,2026-04-12,97,18
5359,2,100,2026-04-12,113,24
5360,2,66,2026-04-12,90,19
5361,2,139,2026-04-12,109,21
5362,2,47,2026-04-12,20,4
5363,2,119,2026-04-12,51,9
5364,2,86,2026-04-12,121,25
5365,2,111,2026-04-12,87,18
5366,2,142,2026-04-12,104,23
5367,2,200,2026-04-12,29,6
5368,2,116,2026-04-12,118,27
5369,2,38,2026-04-12,58,15
5370,2,185,2026-04-12,42,7
5371,2,3,2026-04-12,137,25
5372,2,45,2026-04-12,86,13
5373,2,18,2026-04-12,30,6
5374,2,109,2026-04-12,87,17
5375,2,153,2026-04-12,69,23
5376,2,107,2026-04-12,84,21
5377,2,52,2026-04-12,85,15
5378,2,59,2026-04-12,92,19
5379,2,126,2026-04-12,98,18
5380,2,7,2026-04-12,83,19
5381,2,81,2026-04-12,27,6
5382,2,103,2026-04-12,73,19
5383,2,34,2026-04-12,59,11
5384,2,27,2026-04-12,38,9
5385,2,168,2026-04-12,111,22
5386,2,194,2026-04-12,40,8
5387,2,193,2026-04-12,52,10
5388,2,149,2026-04-12,124,21
5389,2,173,2026-04-12,61,11
5390,2,89,2026-04-12,85,13
5391,2,189,2026-04-12,103,21
5392,2,138,2026-04-12,76,15
5393,2,88,2026-04-12,37,7
5394,2,187,2026-04-12,137,28
5395,2,160,2026-04-12,59,11
5396,2,190,2026-04-12,91,19
5397,2,78,2026-04-12,86,18
5398,2,91,2026-04-12,35,8
5399,2,28,2026-04-12,123,24
5400,2,42,2026-04-12,88,17
5401,2,144,2026-04-12,27,4
5402,2,16,2026-04-12,108,20
5403,2,72,2026-04-12,155,28
5404,2,134,2026-04-12,25,5
5405,2,1,2026-04-12,25,4
5406,2,162,2026-04-12,27,5
5407,2,155,2026-04-12,106,23
5408,2,71,2026-04-12,61,11
5409,2,53,2026-04-12,75,22
5410,2,161,2026-04-12,42,9
5411,2,154,2026-04-12,156,29
5412,2,6,2026-04-12,128,28
5413,2,169,2026-04-12,30,7
5414,2,40,2026-04-12,44,9
5415,2,77,2026-04-12,139,27
5416,2,163,2026-04-12,111,19
5417,2,76,2026-04-12,63,15
5418,2,20,2026-04-12,146,27
5419,2,130,2026-04-12,103,23
5420,2,61,2026-04-12,129,25
5421,2,31,2026-04-12,37,7
5422,2,108,2026-04-12,33,5
5423,2,157,2026-04-12,70,16
5424,2,135,2026-04-12,134,24
5425,2,98,2026-04-12,92,15
5426,2,83,2026-04-12,75,12
5427,2,25,2026-04-12,59,9
5428,2,186,2026-04-12,108,19
5429,2,156,2026-04-12,23,6
5430,2,37,2026-04-12,97,17
5431,2,114,2026-04-12,53,11
5432,2,92,2026-04-12,37,7
5433,2,62,2026-04-12,30,7
5434,2,140,2026-04-12,136,22
5435,2,12,2026-04-12,63,9
5436,2,133,2026-04-12,40,9
5437,2,5,2026-04-12,63,11
5438,2,17,2026-04-12,62,17
5439,2,70,2026-04-12,74,16
5440,2,167,2026-04-12,121,20
5441,2,95,2026-04-12,87,21
5442,2,14,2026-04-12,63,13
5443,2,23,2026-04-12,121,20
5444,2,39,2026-04-12,60,11
5445,2,148,2026-04-12,107,27
5446,2,198,2026-04-12,107,21
5447,2,122,2026-04-12,93,20
5448,2,128,2026-04-12,36,8
5449,2,99,2026-04-12,107,17
5450,2,79,2026-04-12,54,11
5451,2,43,2026-04-12,127,27
5452,2,175,2026-04-12,20,4
5453,2,129,2026-04-12,63,16
5454,2,146,2026-04-12,152,24
5455,2,26,2026-04-12,130,24
5456,2,102,2026-04-12,53,9
5457,2,63,2026-04-12,105,20
5458,2,177,2026-04-12,76,14
5459,2,170,2026-04-12,78,14
5460,2,41,2026-04-12,47,11
5461,2,136,2026-04-19,63,10
5462,2,74,2026-04-19,36,9
5463,2,158,2026-04-19,87,14
5464,2,29,2026-04-19,76,22
5465,2,24,2026-04-19,145,27
5466,2,80,2026-04-19,74,14
5467,2,55,2026-04-19,71,21
5468,2,4,2026-04-19,149,28
5469,2,115,2026-04-19,158,28
5470,2,125,2026-04-19,148,25
5471,2,181,2026-04-19,120,24
5472,2,112,2026-04-19,58,11
5473,2,183,2026-04-19,101,21
5474,2,65,2026-04-19,56,11
5475,2,10,2026-04-19,132,22
5476,2,69,2026-04-19,119,23
5477,2,36,2026-04-19,39,7
5478,2,46,2026-04-19,109,21
5479,2,90,2026-04-19,96,18
5480,2,48,2026-04-19,66,12
5481,2,178,2026-04-19,103,25
5482,2,127,2026-04-19,87,16
5483,2,143,2026-04-19,148,29
5484,2,8,2026-04-19,101,23
5485,2,13,2026-04-19,120,23
5486,2,33,2026-04-19,170,28
5487,2,182,2026-04-19,65,12
5488,2,137,2026-04-19,111,25
5489,2,106,2026-04-19,89,22
5490,2,179,2026-04-19,42,9
5491,2,49,2026-04-19,44,8
5492,2,191,2026-04-19,41,8
5493,2,113,2026-04-19,138,20
5494,2,82,2026-04-19,21,4
5495,2,96,2026-04-19,54,11
5496,2,44,2026-04-19,37,8
5497,2,159,2026-04-19,132,28
5498,2,188,2026-04-19,116,18
5499,2,100,2026-04-19,134,24
5500,2,66,2026-04-19,69,19
5501,2,139,2026-04-19,113,21
5502,2,47,2026-04-19,21,4
5503,2,119,2026-04-19,44,9
5504,2,86,2026-04-19,129,25
5505,2,111,2026-04-19,78,18
5506,2,142,2026-04-19,112,23
5507,2,200,2026-04-19,34,6
5508,2,116,2026-04-19,137,27
5509,2,38,2026-04-19,56,15
5510,2,185,2026-04-19,22,7
5511,2,3,2026-04-19,124,25
5512,2,45,2026-04-19,58,13
5513,2,18,2026-04-19,37,6
5514,2,109,2026-04-19,120,17
5515,2,153,2026-04-19,121,23
5516,2,107,2026-04-19,109,21
5517,2,52,2026-04-19,81,15
5518,2,59,2026-04-19,118,19
5519,2,126,2026-04-19,91,18
5520,2,7,2026-04-19,83,19
5521,2,81,2026-04-19,37,6
5522,2,103,2026-04-19,108,19
5523,2,34,2026-04-19,50,11
5524,2,27,2026-04-19,46,9
5525,2,168,2026-04-19,120,22
5526,2,194,2026-04-19,41,8
5527,2,193,2026-04-19,51,10
5528,2,149,2026-04-19,68,21
5529,2,173,2026-04-19,68,11
5530,2,89,2026-04-19,75,13
5531,2,189,2026-04-19,86,21
5532,2,138,2026-04-19,91,15
5533,2,88,2026-04-19,37,7
5534,2,187,2026-04-19,140,28
5535,2,160,2026-04-19,48,11
5536,2,190,2026-04-19,101,19
