order_id,customer_id,store_id,order_date,channel,order_status
10644,1874,2,2025-07-28,in_store,completed
10645,1900,8,2025-07-28,online,completed
10646,2015,3,2025-07-28,online,completed
10647,2221,2,2025-07-28,in_store,completed
10648,2307,5,2025-07-28,online,completed
10649,2573,6,2025-07-28,in_store,completed
10650,2716,8,2025-07-28,online,completed
10651,2744,2,2025-07-28,online,completed
10652,2848,8,2025-07-28,online,completed
10653,2896,4,2025-07-28,online,completed
10654,3070,7,2025-07-28,in_store,completed
10655,3403,7,2025-07-28,online,completed
10656,3621,2,2025-07-28,in_store,completed
10657,3665,3,2025-07-28,online,completed
10658,3806,1,2025-07-28,in_store,completed
10659,3907,6,2025-07-28,online,completed
10660,4022,7,2025-07-28,online,completed
10661,4215,6,2025-07-28,online,completed
10662,4243,6,2025-07-28,online,completed
10663,4435,3,2025-07-28,in_store,completed
10664,4658,4,2025-07-28,in_store,completed
10665,4858,4,2025-07-28,online,completed
10666,4949,5,2025-07-28,in_store,completed
10667,4952,7,2025-07-28,in_store,completed
10668,21,3,2025-07-29,in_store,cancelled
10669,35,2,2025-07-29,online,completed
10670,41,7,2025-07-29,in_store,completed
10671,84,6,2025-07-29,online,completed
10672,112,6,2025-07-29,online,completed
10673,144,8,2025-07-29,in_store,completed
10674,162,4,2025-07-29,online,completed
10675,187,7,2025-07-29,in_store,completed
10676,278,6,2025-07-29,online,completed
10677,338,5,2025-07-29,in_store,completed
10678,393,8,2025-07-29,online,completed
10679,787,7,2025-07-29,online,completed
10680,868,2,2025-07-29,online,completed
10681,871,8,2025-07-29,online,completed
10682,874,7,2025-07-29,in_store,completed
10683,890,5,2025-07-29,in_store,completed
10684,914,2,2025-07-29,in_store,completed
10685,971,5,2025-07-29,online,completed
10686,999,2,2025-07-29,online,completed
10687,1012,6,2025-07-29,online,completed
10688,1078,7,2025-07-29,in_store,completed
10689,1198,1,2025-07-29,online,completed
10690,1224,3,2025-07-29,in_store,completed
10691,1235,3,2025-07-29,online,completed
10692,1518,7,2025-07-29,online,completed
10693,1541,8,2025-07-29,in_store,completed
10694,1573,6,2025-07-29,online,completed
10695,1604,5,2025-07-29,in_store,completed
10696,1651,5,2025-07-29,in_store,completed
10697,1686,4,2025-07-29,online,completed
10698,2168,1,2025-07-29,in_store,completed
10699,2252,3,2025-07-29,in_store,completed
10700,2319,2,2025-07-29,online,completed
10701,2336,3,2025-07-29,in_store,completed
10702,2392,5,2025-07-29,in_store,completed
10703,2401,7,2025-07-29,in_store,completed
10704,2409,8,2025-07-29,online,completed
10705,2428,8,2025-07-29,online,completed
10706,2476,8,2025-07-29,online,completed
10707,2507,8,2025-07-29,in_store,completed
10708,2524,8,2025-07-29,in_store,completed
10709,2594,7,2025-07-29,in_store,completed
10710,2673,1,2025-07-29,online,completed
10711,2744,2,2025-07-29,in_store,completed
10712,3230,2,2025-07-29,online,completed
10713,3253,7,2025-07-29,in_store,completed
10714,3255,5,2025-07-29,online,completed
10715,3256,5,2025-07-29,online,completed
10716,3318,8,2025-07-29,in_store,completed
10717,3387,6,2025-07-29,in_store,completed
10718,3426,1,2025-07-29,online,completed
10719,3575,1,2025-07-29,in_store,completed
10720,3623,5,2025-07-29,online,completed
10721,3647,3,2025-07-29,online,completed
10722,3714,5,2025-07-29,in_store,completed
10723,3738,4,2025-07-29,in_store,completed
10724,3768,6,2025-07-29,in_store,completed
10725,3857,8,2025-07-29,online,completed
10726,3868,6,2025-07-29,in_store,completed
10727,3903,3,2025-07-29,in_store,completed
10728,3921,1,2025-07-29,online,completed
10729,4011,8,2025-07-29,in_store,completed
10730,4135,2,2025-07-29,in_store,completed
10731,4317,1,2025-07-29,in_store,completed
10732,4388,7,2025-07-29,online,completed
10733,4461,7,2025-07-29,in_store,completed
10734,4494,5,2025-07-29,online,completed
10735,4510,1,2025-07-29,in_store,completed
10736,4543,2,2025-07-29,in_store,completed
10737,4553,7,2025-07-29,in_store,completed
10738,4563,7,2025-07-29,online,completed
10739,4594,6,2025-07-29,online,completed
10740,4725,5,2025-07-29,online,completed
10741,4785,1,2025-07-29,in_store,completed
10742,4886,5,2025-07-29,in_store,completed
10743,4979,1,2025-07-29,online,completed
10744,39,5,2025-07-30,online,completed
10745,43,6,2025-07-30,online,completed
10746,50,6,2025-07-30,in_store,completed
10747,85,3,2025-07-30,in_store,completed
10748,161,2,2025-07-30,in_store,completed
10749,275,8,2025-07-30,online,completed
10750,350,7,2025-07-30,in_store,cancelled
10751,486,5,2025-07-30,online,completed
10752,492,2,2025-07-30,in_store,completed
10753,607,5,2025-07-30,online,completed
10754,689,8,2025-07-30,in_store,completed
10755,827,6,2025-07-30,in_store,completed
10756,954,8,2025-07-30,online,completed
10757,1059,8,2025-07-30,in_store,completed
10758,1300,7,2025-07-30,online,completed
10759,1337,3,2025-07-30,online,completed
10760,1714,6,2025-07-30,online,completed
10761,1722,6,2025-07-30,in_store,completed
10762,1803,8,2025-07-30,online,completed
10763,1845,6,2025-07-30,in_store,completed
10764,1992,8,2025-07-30,online,completed
10765,2066,3,2025-07-30,in_store,completed
10766,2080,7,2025-07-30,in_store,completed
10767,2116,5,2025-07-30,in_store,completed
10768,2140,8,2025-07-30,in_store,completed
10769,2237,5,2025-07-30,online,completed
10770,2304,2,2025-07-30,online,completed
10771,2526,5,2025-07-30,online,completed
10772,2634,4,2025-07-30,online,completed
10773,2697,7,2025-07-30,in_store,completed
10774,2707,6,2025-07-30,online,completed
10775,3126,2,2025-07-30,online,completed
10776,3302,5,2025-07-30,online,completed
10777,3414,7,2025-07-30,online,completed
10778,3563,8,2025-07-30,online,completed
10779,3721,4,2025-07-30,online,completed
10780,3803,6,2025-07-30,in_store,completed
10781,3864,4,2025-07-30,in_store,completed
10782,4073,1,2025-07-30,online,completed
10783,4114,2,2025-07-30,online,completed
10784,4188,5,2025-07-30,online,completed
10785,4278,6,2025-07-30,online,completed
10786,4286,6,2025-07-30,in_store,completed
10787,4340,3,2025-07-30,online,cancelled
10788,4357,2,2025-07-30,online,completed
10789,4473,8,2025-07-30,online,cancelled
10790,4490,8,2025-07-30,online,completed
10791,4495,5,2025-07-30,in_store,completed
10792,4627,7,2025-07-30,online,completed
10793,4746,5,2025-07-30,in_store,completed
10794,4791,5,2025-07-30,online,completed
10795,4928,3,2025-07-30,in_store,completed
10796,28,6,2025-07-31,online,completed
10797,39,5,2025-07-31,online,completed
10798,198,7,2025-07-31,online,completed
10799,272,7,2025-07-31,online,cancelled
10800,288,3,2025-07-31,online,completed
10801,466,1,2025-07-31,in_store,completed
10802,507,3,2025-07-31,online,completed
10803,576,8,2025-07-31,online,completed
10804,742,6,2025-07-31,online,completed
10805,857,5,2025-07-31,online,completed
10806,912,5,2025-07-31,in_store,completed
10807,995,4,2025-07-31,in_store,completed
10808,1052,8,2025-07-31,in_store,completed
10809,1209,5,2025-07-31,in_store,completed
10810,1302,8,2025-07-31,online,completed
10811,1340,8,2025-07-31,online,completed
10812,1451,5,2025-07-31,in_store,completed
10813,1614,6,2025-07-31,online,completed
10814,1645,7,2025-07-31,in_store,completed
10815,1752,2,2025-07-31,online,completed
10816,1880,7,2025-07-31,in_store,completed
10817,1943,2,2025-07-31,in_store,completed
10818,1966,6,2025-07-31,in_store,completed
10819,2109,5,2025-07-31,online,completed
10820,2187,5,2025-07-31,online,completed
10821,2338,6,2025-07-31,online,completed
10822,2436,3,2025-07-31,online,completed
10823,2445,3,2025-07-31,in_store,completed
10824,2457,1,2025-07-31,online,completed
10825,2470,5,2025-07-31,online,completed
10826,2471,2,2025-07-31,online,completed
10827,2474,5,2025-07-31,in_store,completed
10828,2500,2,2025-07-31,online,completed
10829,2522,7,2025-07-31,in_store,completed
10830,2530,4,2025-07-31,online,completed
10831,2723,7,2025-07-31,in_store,completed
10832,2734,5,2025-07-31,in_store,completed
10833,2774,6,2025-07-31,online,completed
10834,2829,4,2025-07-31,in_store,completed
10835,2979,5,2025-07-31,in_store,completed
10836,3065,6,2025-07-31,online,completed
10837,3203,6,2025-07-31,in_store,completed
10838,3215,3,2025-07-31,in_store,completed
10839,3251,8,2025-07-31,online,completed
10840,3307,5,2025-07-31,in_store,completed
10841,3354,6,2025-07-31,online,completed
10842,3464,7,2025-07-31,online,completed
10843,3486,7,2025-07-31,online,completed
10844,3804,7,2025-07-31,online,completed
10845,3821,7,2025-07-31,online,completed
10846,3833,6,2025-07-31,in_store,completed
10847,3877,6,2025-07-31,online,completed
10848,4001,5,2025-07-31,online,completed
10849,4014,8,2025-07-31,in_store,completed
10850,4051,5,2025-07-31,online,completed
10851,4128,7,2025-07-31,in_store,completed
10852,4203,8,2025-07-31,online,completed
10853,4209,5,2025-07-31,in_store,completed
10854,4214,6,2025-07-31,online,completed
10855,4279,6,2025-07-31,in_store,completed
10856,4364,1,2025-07-31,online,completed
10857,4435,4,2025-07-31,online,completed
10858,4645,7,2025-07-31,online,completed
10859,4739,8,2025-07-31,online,completed
10860,4767,3,2025-07-31,in_store,completed
10861,4836,4,2025-07-31,in_store,completed
10862,4903,4,2025-07-31,in_store,completed
10863,4923,3,2025-07-31,online,cancelled
10864,6,2,2025-08-01,in_store,completed
10865,46,1,2025-08-01,in_store,completed
10866,112,6,2025-08-01,in_store,completed
10867,149,6,2025-08-01,in_store,completed
10868,261,6,2025-08-01,in_store,completed
10869,301,8,2025-08-01,online,completed
10870,404,1,2025-08-01,online,completed
10871,415,7,2025-08-01,in_store,completed
10872,520,3,2025-08-01,in_store,completed
10873,779,5,2025-08-01,online,completed
10874,806,6,2025-08-01,in_store,completed
10875,1032,5,2025-08-01,in_store,completed
10876,1063,7,2025-08-01,in_store,completed
10877,1094,8,2025-08-01,online,completed
10878,1188,3,2025-08-01,online,completed
10879,1261,5,2025-08-01,in_store,completed
10880,1274,6,2025-08-01,in_store,completed
10881,1290,4,2025-08-01,in_store,completed
10882,1326,5,2025-08-01,in_store,completed
10883,1505,4,2025-08-01,online,completed
10884,1585,3,2025-08-01,in_store,completed
10885,1625,3,2025-08-01,online,completed
10886,1692,1,2025-08-01,in_store,completed
10887,1713,1,2025-08-01,online,completed
10888,1749,6,2025-08-01,in_store,completed
10889,1751,1,2025-08-01,in_store,completed
10890,1770,5,2025-08-01,online,completed
10891,1784,2,2025-08-01,online,completed
10892,1825,6,2025-08-01,in_store,completed
10893,1874,2,2025-08-01,online,completed
10894,2032,5,2025-08-01,online,completed
10895,2190,4,2025-08-01,online,completed
10896,2226,3,2025-08-01,online,completed
10897,2327,8,2025-08-01,in_store,completed
10898,2384,8,2025-08-01,online,completed
10899,2385,5,2025-08-01,in_store,completed
10900,2393,3,2025-08-01,online,cancelled
10901,2533,1,2025-08-01,online,completed
10902,2727,7,2025-08-01,online,completed
10903,2758,3,2025-08-01,in_store,completed
10904,2782,2,2025-08-01,in_store,completed
10905,2791,1,2025-08-01,online,completed
10906,2984,6,2025-08-01,online,completed
10907,2999,8,2025-08-01,in_store,completed
10908,3049,5,2025-08-01,online,completed
10909,3179,5,2025-08-01,online,completed
10910,3250,8,2025-08-01,in_store,completed
10911,3306,5,2025-08-01,online,completed
10912,3350,6,2025-08-01,online,completed
10913,3372,5,2025-08-01,in_store,completed
10914,3375,6,2025-08-01,online,completed
10915,3759,7,2025-08-01,in_store,completed
10916,3820,2,2025-08-01,online,completed
10917,3913,5,2025-08-01,online,completed
10918,3914,4,2025-08-01,online,completed
10919,3938,8,2025-08-01,online,completed
10920,3954,8,2025-08-01,in_store,completed
10921,4053,6,2025-08-01,online,completed
10922,4084,6,2025-08-01,online,completed
10923,4128,7,2025-08-01,online,completed
10924,4134,3,2025-08-01,online,completed
10925,4274,5,2025-08-01,online,completed
10926,4443,6,2025-08-01,online,completed
10927,4472,1,2025-08-01,in_store,completed
10928,4560,3,2025-08-01,online,completed
10929,4984,8,2025-08-01,online,completed
10930,4,8,2025-08-02,online,completed
10931,262,5,2025-08-02,online,completed
10932,367,8,2025-08-02,in_store,completed
10933,408,7,2025-08-02,online,completed
10934,1013,5,2025-08-02,online,completed
10935,1024,1,2025-08-02,in_store,cancelled
10936,1112,5,2025-08-02,online,completed
10937,1201,2,2025-08-02,online,completed
10938,1277,3,2025-08-02,online,completed
10939,1298,6,2025-08-02,online,completed
10940,1337,3,2025-08-02,in_store,completed
10941,1534,5,2025-08-02,in_store,completed
10942,1541,8,2025-08-02,in_store,completed
10943,1551,5,2025-08-02,in_store,completed
10944,1816,7,2025-08-02,online,completed
10945,1817,5,2025-08-02,online,completed
10946,1867,7,2025-08-02,online,completed
10947,2022,3,2025-08-02,online,completed
10948,2036,1,2025-08-02,online,completed
10949,2164,1,2025-08-02,online,completed
10950,2190,3,2025-08-02,in_store,completed
10951,2201,8,2025-08-02,in_store,completed
10952,2457,2,2025-08-02,in_store,completed
10953,2474,5,2025-08-02,online,completed
10954,2587,8,2025-08-02,in_store,completed
10955,2615,7,2025-08-02,online,completed
10956,2653,1,2025-08-02,online,cancelled
10957,2668,1,2025-08-02,online,completed
10958,2770,2,2025-08-02,in_store,completed
10959,2911,7,2025-08-02,online,completed
10960,2969,6,2025-08-02,online,completed
10961,2996,3,2025-08-02,in_store,completed
10962,3002,6,2025-08-02,in_store,completed
10963,3019,3,2025-08-02,in_store,completed
10964,3059,8,2025-08-02,online,completed
10965,3076,6,2025-08-02,in_store,completed
10966,3336,5,2025-08-02,in_store,completed
10967,3348,7,2025-08-02,in_store,cancelled
10968,3566,5,2025-08-02,in_store,completed
10969,3800,7,2025-08-02,online,cancelled
10970,3811,5,2025-08-02,online,completed
10971,4105,7,2025-08-02,in_store,completed
10972,4311,4,2025-08-02,online,completed
10973,4409,5,2025-08-02,in_store,completed
10974,4437,3,2025-08-02,in_store,completed
10975,4523,4,2025-08-02,online,completed
10976,4744,5,2025-08-02,in_store,cancelled
10977,4793,2,2025-08-02,in_store,completed
10978,4795,8,2025-08-02,online,completed
10979,4803,5,2025-08-02,online,completed
10980,4804,6,2025-08-02,online,completed
10981,4828,4,2025-08-02,online,completed
10982,4836,4,2025-08-02,in_store,completed
10983,4897,1,2025-08-02,in_store,completed
10984,253,5,2025-08-03,online,completed
10985,297,1,2025-08-03,in_store,completed
10986,479,4,2025-08-03,in_store,completed
10987,547,8,2025-08-03,online,completed
10988,555,2,2025-08-03,online,completed
10989,753,7,2025-08-03,online,completed
10990,757,6,2025-08-03,in_store,completed
10991,889,7,2025-08-03,online,cancelled
10992,951,7,2025-08-03,in_store,completed
10993,970,7,2025-08-03,online,completed
10994,1108,2,2025-08-03,online,completed
10995,1144,1,2025-08-03,online,completed
10996,1369,2,2025-08-03,online,completed
10997,1482,7,2025-08-03,in_store,completed
10998,1513,6,2025-08-03,online,completed
10999,1517,8,2025-08-03,online,completed
11000,1542,5,2025-08-03,online,completed
11001,1665,4,2025-08-03,online,completed
11002,1847,8,2025-08-03,in_store,completed
11003,1870,6,2025-08-03,online,completed
11004,2118,3,2025-08-03,in_store,completed
11005,2174,6,2025-08-03,in_store,completed
11006,2365,6,2025-08-03,online,completed
11007,2367,8,2025-08-03,in_store,completed
11008,2419,5,2025-08-03,online,completed
11009,2459,8,2025-08-03,in_store,completed
11010,2794,4,2025-08-03,online,completed
11011,2798,4,2025-08-03,online,completed
11012,2835,8,2025-08-03,online,completed
11013,3032,5,2025-08-03,online,completed
11014,3076,6,2025-08-03,in_store,completed
11015,3090,8,2025-08-03,online,completed
11016,3094,5,2025-08-03,in_store,completed
11017,3177,4,2025-08-03,in_store,completed
11018,3543,7,2025-08-03,online,completed
11019,3589,4,2025-08-03,in_store,completed
11020,3604,4,2025-08-03,online,cancelled
11021,3627,6,2025-08-03,online,cancelled
11022,3690,5,2025-08-03,online,completed
11023,3733,8,2025-08-03,online,completed
11024,3740,6,2025-08-03,online,completed
11025,3786,4,2025-08-03,online,cancelled
11026,3799,7,2025-08-03,in_store,completed
11027,3835,7,2025-08-03,in_store,cancelled
11028,3865,4,2025-08-03,online,completed
11029,3935,5,2025-08-03,in_store,completed
11030,4002,1,2025-08-03,in_store,completed
11031,4144,8,2025-08-03,in_store,completed
11032,4221,7,2025-08-03,in_store,completed
11033,4338,5,2025-08-03,in_store,completed
11034,4386,6,2025-08-03,online,cancelled
11035,4490,8,2025-08-03,in_store,completed
11036,4501,6,2025-08-03,in_store,completed
11037,4542,4,2025-08-03,online,completed
11038,4572,7,2025-08-03,online,completed
11039,4692,7,2025-08-03,in_store,completed
11040,4727,7,2025-08-03,online,completed
11041,4737,7,2025-08-03,in_store,completed
11042,4739,8,2025-08-03,online,completed
11043,4746,5,2025-08-03,online,completed
11044,7,7,2025-08-04,online,completed
11045,29,4,2025-08-04,online,completed
11046,127,7,2025-08-04,online,completed
11047,198,7,2025-08-04,online,completed
11048,254,5,2025-08-04,in_store,completed
11049,616,4,2025-08-04,in_store,completed
11050,788,6,2025-08-04,in_store,completed
11051,999,1,2025-08-04,online,completed
11052,1013,5,2025-08-04,online,completed
11053,1043,8,2025-08-04,in_store,completed
11054,1084,3,2025-08-04,in_store,completed
11055,1110,7,2025-08-04,online,completed
11056,1136,7,2025-08-04,in_store,completed
11057,1259,3,2025-08-04,in_store,completed
11058,1265,5,2025-08-04,in_store,completed
11059,1297,5,2025-08-04,online,completed
11060,1337,4,2025-08-04,online,completed
11061,1470,7,2025-08-04,online,cancelled
11062,1492,8,2025-08-04,in_store,completed
11063,1515,5,2025-08-04,in_store,completed
11064,1680,4,2025-08-04,online,completed
11065,1738,7,2025-08-04,in_store,completed
11066,1845,6,2025-08-04,online,completed
11067,1887,3,2025-08-04,online,completed
11068,1902,4,2025-08-04,online,completed
11069,2008,7,2025-08-04,online,completed
11070,2012,8,2025-08-04,online,completed
11071,2027,3,2025-08-04,online,completed
11072,2039,1,2025-08-04,in_store,completed
11073,2189,8,2025-08-04,online,completed
11074,2304,1,2025-08-04,in_store,completed
11075,2355,5,2025-08-04,in_store,completed
11076,2371,7,2025-08-04,in_store,completed
11077,2389,2,2025-08-04,online,completed
11078,2400,6,2025-08-04,online,completed
11079,2444,5,2025-08-04,online,completed
11080,2457,2,2025-08-04,online,completed
11081,2495,8,2025-08-04,in_store,completed
11082,2550,7,2025-08-04,online,completed
11083,2556,7,2025-08-04,online,completed
11084,2587,8,2025-08-04,online,completed
11085,2739,8,2025-08-04,online,completed
11086,2863,1,2025-08-04,online,completed
11087,2911,7,2025-08-04,online,completed
11088,2931,5,2025-08-04,in_store,completed
11089,2945,6,2025-08-04,online,completed
11090,2999,8,2025-08-04,online,completed
11091,3006,8,2025-08-04,online,completed
11092,3158,1,2025-08-04,in_store,completed
11093,3233,6,2025-08-04,in_store,completed
11094,3292,8,2025-08-04,online,completed
11095,3312,8,2025-08-04,online,completed
11096,3326,6,2025-08-04,in_store,completed
11097,3346,6,2025-08-04,online,completed
11098,3376,4,2025-08-04,in_store,cancelled
11099,3432,6,2025-08-04,in_store,completed
11100,3522,5,2025-08-04,online,completed
11101,3790,5,2025-08-04,online,completed
11102,3949,2,2025-08-04,online,completed
11103,3977,4,2025-08-04,in_store,completed
11104,4010,7,2025-08-04,online,completed
11105,4041,5,2025-08-04,online,completed
11106,4155,5,2025-08-04,online,completed
11107,4203,8,2025-08-04,online,completed
11108,4251,8,2025-08-04,online,completed
11109,4363,8,2025-08-04,online,completed
11110,4373,5,2025-08-04,online,completed
11111,4429,6,2025-08-04,online,completed
11112,4530,3,2025-08-04,online,cancelled
11113,4603,5,2025-08-04,in_store,completed
11114,4635,7,2025-08-04,online,completed
11115,4650,5,2025-08-04,online,cancelled
11116,122,6,2025-08-05,in_store,completed
11117,583,7,2025-08-05,online,completed
11118,617,5,2025-08-05,in_store,completed
11119,739,6,2025-08-05,in_store,completed
11120,794,6,2025-08-05,in_store,completed
11121,795,8,2025-08-05,online,completed
11122,828,2,2025-08-05,online,completed
11123,888,5,2025-08-05,online,completed
11124,1022,7,2025-08-05,in_store,completed
11125,1026,7,2025-08-05,in_store,completed
11126,1168,8,2025-08-05,in_store,cancelled
11127,1210,2,2025-08-05,in_store,completed
11128,1259,4,2025-08-05,in_store,completed
11129,1318,3,2025-08-05,in_store,completed
11130,1361,7,2025-08-05,online,completed
11131,1373,8,2025-08-05,online,completed
11132,1437,8,2025-08-05,in_store,completed
11133,1655,7,2025-08-05,online,completed
11134,1674,6,2025-08-05,online,completed
11135,1716,1,2025-08-05,in_store,completed
11136,1741,8,2025-08-05,online,completed
11137,1834,7,2025-08-05,in_store,completed
11138,2135,8,2025-08-05,online,completed
11139,2221,1,2025-08-05,online,completed
11140,2291,8,2025-08-05,in_store,completed
11141,2376,2,2025-08-05,in_store,completed
11142,2389,2,2025-08-05,online,completed
11143,2429,6,2025-08-05,online,completed
11144,2522,7,2025-08-05,online,completed
11145,2530,4,2025-08-05,online,completed
11146,2534,5,2025-08-05,online,completed
11147,2587,8,2025-08-05,in_store,completed
11148,2803,2,2025-08-05,in_store,completed
11149,2863,2,2025-08-05,in_store,completed
11150,2885,8,2025-08-05,online,completed
11151,2945,6,2025-08-05,online,completed
11152,2947,4,2025-08-05,online,completed
11153,2978,1,2025-08-05,in_store,completed
11154,3010,6,2025-08-05,in_store,completed
11155,3056,8,2025-08-05,in_store,completed
11156,3141,8,2025-08-05,in_store,completed
11157,3241,5,2025-08-05,in_store,completed
11158,3327,7,2025-08-05,online,completed
11159,3389,5,2025-08-05,online,completed
11160,3447,5,2025-08-05,in_store,completed
11161,3470,1,2025-08-05,in_store,completed
11162,3482,5,2025-08-05,in_store,completed
11163,3522,5,2025-08-05,online,completed
11164,3730,4,2025-08-05,in_store,completed
11165,3772,5,2025-08-05,in_store,completed
11166,4059,5,2025-08-05,in_store,completed
11167,4160,7,2025-08-05,online,completed
11168,4167,8,2025-08-05,in_store,completed
11169,4266,1,2025-08-05,online,completed
11170,4467,6,2025-08-05,online,completed
11171,4552,7,2025-08-05,online,completed
11172,4572,7,2025-08-05,online,completed
11173,4598,7,2025-08-05,in_store,completed
11174,4626,8,2025-08-05,online,cancelled
11175,4869,1,2025-08-05,online,completed
11176,4872,1,2025-08-05,online,completed
11177,4888,4,2025-08-05,online,completed
11178,4928,4,2025-08-05,online,completed
11179,198,7,2025-08-06,online,completed
11180,213,6,2025-08-06,in_store,completed
11181,380,5,2025-08-06,online,completed
11182,414,7,2025-08-06,online,completed
11183,486,5,2025-08-06,in_store,completed
11184,560,2,2025-08-06,online,completed
11185,746,8,2025-08-06,in_store,completed
11186,785,8,2025-08-06,in_store,completed
11187,883,8,2025-08-06,in_store,cancelled
11188,1018,8,2025-08-06,online,completed
11189,1023,2,2025-08-06,online,completed
11190,1393,1,2025-08-06,online,completed
11191,1496,8,2025-08-06,online,completed
11192,1641,6,2025-08-06,in_store,completed
11193,1659,1,2025-08-06,online,completed
11194,1671,6,2025-08-06,online,completed
11195,2022,3,2025-08-06,online,completed
11196,2043,6,2025-08-06,in_store,completed
11197,2203,7,2025-08-06,online,cancelled
11198,2382,8,2025-08-06,in_store,completed
11199,2469,7,2025-08-06,online,completed
11200,2630,7,2025-08-06,in_store,completed
11201,2718,6,2025-08-06,online,completed
11202,2733,2,2025-08-06,in_store,completed
11203,2798,4,2025-08-06,online,completed
11204,2861,5,2025-08-06,in_store,completed
11205,2864,3,2025-08-06,online,completed
11206,2927,4,2025-08-06,online,completed
11207,2978,1,2025-08-06,in_store,completed
11208,3021,8,2025-08-06,in_store,completed
11209,3046,1,2025-08-06,in_store,completed
11210,3066,3,2025-08-06,in_store,completed
11211,3158,2,2025-08-06,online,completed
11212,3440,6,2025-08-06,online,completed
11213,3474,1,2025-08-06,in_store,completed
11214,3494,6,2025-08-06,in_store,completed
11215,3514,7,2025-08-06,online,completed
11216,3649,1,2025-08-06,in_store,completed
11217,3709,8,2025-08-06,in_store,completed
11218,3721,3,2025-08-06,online,completed
11219,3726,2,2025-08-06,online,completed
11220,3729,8,2025-08-06,in_store,completed
11221,3746,1,2025-08-06,online,completed
11222,3787,5,2025-08-06,in_store,completed
11223,3831,1,2025-08-06,online,completed
11224,4061,7,2025-08-06,in_store,completed
11225,4231,7,2025-08-06,online,completed
11226,4243,6,2025-08-06,in_store,completed
11227,4365,3,2025-08-06,in_store,completed
11228,4425,5,2025-08-06,online,completed
11229,4533,6,2025-08-06,online,completed
11230,4615,4,2025-08-06,online,completed
11231,4705,6,2025-08-06,online,cancelled
11232,4785,2,2025-08-06,in_store,completed
11233,4800,4,2025-08-06,in_store,cancelled
11234,4999,6,2025-08-06,online,completed
11235,109,8,2025-08-07,in_store,completed
11236,295,3,2025-08-07,in_store,completed
11237,572,8,2025-08-07,in_store,completed
11238,706,4,2025-08-07,online,completed
11239,804,1,2025-08-07,online,completed
11240,916,8,2025-08-07,in_store,completed
11241,943,2,2025-08-07,online,completed
11242,962,8,2025-08-07,in_store,cancelled
11243,979,8,2025-08-07,online,completed
11244,1051,4,2025-08-07,in_store,completed
11245,1088,2,2025-08-07,in_store,completed
11246,1143,1,2025-08-07,online,completed
11247,1272,7,2025-08-07,in_store,completed
11248,1383,8,2025-08-07,in_store,completed
11249,1486,1,2025-08-07,online,completed
11250,1504,5,2025-08-07,online,completed
11251,1511,8,2025-08-07,in_store,completed
11252,1630,7,2025-08-07,online,completed
11253,1663,5,2025-08-07,in_store,completed
11254,1816,7,2025-08-07,online,completed
11255,1986,6,2025-08-07,in_store,cancelled
11256,2100,5,2025-08-07,online,completed
11257,2324,4,2025-08-07,in_store,completed
11258,2418,5,2025-08-07,online,completed
11259,2634,4,2025-08-07,in_store,completed
11260,2747,5,2025-08-07,online,completed
11261,2827,8,2025-08-07,in_store,completed
11262,2833,5,2025-08-07,in_store,completed
11263,2962,8,2025-08-07,in_store,cancelled
11264,3141,8,2025-08-07,online,completed
11265,3220,8,2025-08-07,online,completed
11266,3245,6,2025-08-07,in_store,completed
11267,3258,5,2025-08-07,online,completed
11268,3512,3,2025-08-07,online,completed
11269,3518,2,2025-08-07,online,completed
11270,3575,2,2025-08-07,online,completed
11271,3622,5,2025-08-07,online,completed
11272,3823,3,2025-08-07,online,completed
11273,3900,2,2025-08-07,online,completed
11274,3903,4,2025-08-07,online,completed
11275,4241,8,2025-08-07,online,completed
11276,4245,8,2025-08-07,in_store,completed
11277,4341,7,2025-08-07,online,completed
11278,4368,7,2025-08-07,in_store,completed
11279,4435,3,2025-08-07,in_store,completed
11280,4437,3,2025-08-07,in_store,completed
11281,4445,6,2025-08-07,in_store,completed
11282,4535,7,2025-08-07,in_store,completed
11283,4560,4,2025-08-07,in_store,completed
11284,4582,1,2025-08-07,online,completed
11285,4693,2,2025-08-07,in_store,completed
11286,4727,7,2025-08-07,in_store,completed
11287,4790,3,2025-08-07,online,completed
11288,4825,8,2025-08-07,online,completed
11289,12,2,2025-08-08,online,completed
11290,51,6,2025-08-08,online,completed
11291,90,6,2025-08-08,in_store,completed
11292,109,8,2025-08-08,online,completed
11293,350,7,2025-08-08,online,completed
11294,572,8,2025-08-08,in_store,completed
11295,656,3,2025-08-08,in_store,completed
11296,799,5,2025-08-08,online,completed
11297,825,4,2025-08-08,in_store,completed
11298,1068,4,2025-08-08,online,completed
11299,1074,3,2025-08-08,in_store,completed
11300,1264,6,2025-08-08,in_store,completed
11301,1384,2,2025-08-08,online,completed
11302,1403,5,2025-08-08,online,completed
11303,1499,8,2025-08-08,in_store,completed
11304,1696,6,2025-08-08,in_store,completed
11305,1833,3,2025-08-08,online,completed
11306,1866,8,2025-08-08,online,completed
11307,1894,6,2025-08-08,online,completed
11308,2009,6,2025-08-08,online,completed
11309,2067,6,2025-08-08,online,completed
11310,2116,5,2025-08-08,in_store,completed
11311,2147,5,2025-08-08,online,completed
11312,2171,7,2025-08-08,in_store,cancelled
11313,2260,2,2025-08-08,online,completed
11314,2344,6,2025-08-08,in_store,completed
