customer_id,total_orders,total_spent,average_order_value,total_items,first_order_date,last_order_date,customer_lifetime_days,days_since_last_purchase,purchase_frequency,average_days_between_orders,recency,frequency,monetary,is_active
1217,11.0,8760.13,796.38,38.0,2025-01-03,2026-05-26,916,36.0,0.3603,50.8,36.0,11.0,8760.13,True
1218,13.0,13094.93,1007.3,47.0,2025-01-04,2026-05-22,1171,40.0,0.333,41.92,40.0,13.0,13094.93,True
1219,2.0,296.43,148.22,5.0,2026-05-25,2026-06-10,262,21.0,0.229,16.0,21.0,2.0,296.43,True
1220,4.0,796.79,199.2,9.0,2026-05-02,2026-06-23,66,8.0,1.8182,17.33,8.0,4.0,796.79,True
1221,18.0,9712.99,539.61,63.0,2025-01-15,2026-06-30,1076,1.0,0.5019,31.24,1.0,18.0,9712.99,True
1222,8.0,4648.82,581.1,31.0,2025-03-15,2026-05-04,1128,58.0,0.2128,59.29,58.0,8.0,4648.82,True
1223,3.0,1730.45,576.82,18.0,2025-03-04,2026-04-02,577,90.0,0.156,197.0,90.0,3.0,1730.45,True
1224,6.0,2111.52,351.92,15.0,2025-03-11,2026-06-29,1131,2.0,0.1592,95.0,2.0,6.0,2111.52,True
1225,6.0,1406.84,234.47,20.0,2025-05-18,2026-02-03,1220,148.0,0.1475,52.2,148.0,6.0,1406.84,False
1226,6.0,1613.07,268.84,19.0,2025-04-28,2026-03-14,546,109.0,0.3297,64.0,109.0,6.0,1613.07,False
1227,7.0,3232.52,461.79,28.0,2026-02-08,2026-05-30,154,32.0,1.3636,18.5,32.0,7.0,3232.52,True
1228,6.0,2891.68,481.95,18.0,2025-02-03,2026-02-06,1062,145.0,0.1695,73.6,145.0,6.0,2891.68,False
1229,8.0,3806.38,475.8,32.0,2025-06-25,2026-07-01,454,0.0,0.5286,53.0,0.0,8.0,3806.38,True
1230,7.0,2714.05,387.72,22.0,2025-12-20,2026-06-28,266,3.0,0.7895,31.67,3.0,7.0,2714.05,True
1231,1.0,78.4,78.4,1.0,2026-06-02,2026-06-02,31,29.0,0.9677,,29.0,1.0,78.4,True
1232,2.0,812.77,406.38,3.0,2026-03-30,2026-04-17,99,75.0,0.6061,18.0,75.0,2.0,812.77,True
1233,8.0,5366.61,670.83,29.0,2025-05-22,2026-05-08,503,54.0,0.4771,50.14,54.0,8.0,5366.61,True
1234,8.0,3399.41,424.93,25.0,2025-02-13,2026-01-22,918,160.0,0.2614,49.0,160.0,8.0,3399.41,False
1235,11.0,2310.04,210.0,20.0,2025-03-02,2026-04-19,1136,73.0,0.2905,41.3,73.0,11.0,2310.04,True
1236,6.0,1260.63,210.1,11.0,2025-05-24,2026-03-21,1168,102.0,0.1541,60.2,102.0,6.0,1260.63,False
1237,0.0,0.0,0.0,0.0,,,115,,0.0,,,0.0,0.0,False
1238,0.0,0.0,0.0,0.0,,,40,,0.0,,,0.0,0.0,False
1239,7.0,6187.54,883.93,31.0,2025-01-22,2026-05-09,740,53.0,0.2838,78.67,53.0,7.0,6187.54,True
1240,2.0,791.04,395.52,7.0,2026-05-09,2026-06-09,258,22.0,0.2326,31.0,22.0,2.0,791.04,True
1241,9.0,5479.37,608.82,25.0,2025-01-07,2026-02-05,829,146.0,0.3257,49.25,146.0,9.0,5479.37,False
1242,5.0,1947.23,389.45,13.0,2025-10-07,2026-06-28,318,3.0,0.4717,66.0,3.0,5.0,1947.23,True
1243,1.0,167.9,167.9,2.0,2026-06-15,2026-06-15,31,16.0,0.9677,,16.0,1.0,167.9,True
1244,7.0,3996.99,571.0,18.0,2025-01-10,2026-05-10,1042,52.0,0.2015,80.83,52.0,7.0,3996.99,True
1245,8.0,3078.98,384.87,21.0,2025-01-15,2026-06-21,553,10.0,0.434,74.57,10.0,8.0,3078.98,True
1246,8.0,2593.79,324.22,21.0,2025-01-07,2026-05-29,1017,33.0,0.236,72.43,33.0,8.0,2593.79,True
1247,6.0,2887.46,481.24,22.0,2025-02-19,2025-11-10,637,233.0,0.2826,52.8,233.0,6.0,2887.46,False
1248,14.0,7616.6,544.04,45.0,2025-02-13,2026-04-28,1057,64.0,0.3974,33.77,64.0,14.0,7616.6,True
1249,9.0,6021.88,669.1,37.0,2025-02-11,2026-04-05,513,87.0,0.5263,52.25,87.0,9.0,6021.88,True
1250,8.0,2051.59,256.45,20.0,2025-05-17,2026-06-02,452,29.0,0.531,54.43,29.0,8.0,2051.59,True
1251,4.0,2535.22,633.8,16.0,2025-03-06,2026-04-21,961,71.0,0.1249,137.0,71.0,4.0,2535.22,True
1252,15.0,11369.57,757.97,66.0,2025-01-01,2026-06-21,921,10.0,0.4886,38.29,10.0,15.0,11369.57,True
1253,1.0,255.7,255.7,4.0,2026-06-23,2026-06-23,115,8.0,0.2609,,8.0,1.0,255.7,True
1254,6.0,1096.17,182.7,17.0,2025-05-24,2026-05-29,515,33.0,0.3495,74.0,33.0,6.0,1096.17,True
1255,10.0,6700.33,670.03,26.0,2025-01-22,2026-05-02,752,60.0,0.3989,51.67,60.0,10.0,6700.33,True
1256,5.0,711.95,142.39,22.0,2025-09-20,2026-03-12,540,111.0,0.2778,43.25,111.0,5.0,711.95,False
1257,4.0,1214.4,303.6,11.0,2026-03-04,2026-04-28,136,64.0,0.8824,18.33,64.0,4.0,1214.4,True
1258,6.0,2956.57,492.76,20.0,2025-02-18,2025-12-18,763,195.0,0.2359,60.6,195.0,6.0,2956.57,False
1259,11.0,4586.95,417.0,22.0,2025-04-17,2026-06-24,979,7.0,0.3371,43.3,7.0,11.0,4586.95,True
1260,6.0,1769.89,294.98,19.0,2025-07-03,2026-06-14,404,17.0,0.4455,69.2,17.0,6.0,1769.89,True
1261,19.0,9734.1,512.32,58.0,2025-02-02,2026-06-14,940,17.0,0.6064,27.61,17.0,19.0,9734.1,True
1262,7.0,2536.26,362.32,29.0,2025-06-24,2026-04-11,494,81.0,0.4251,48.5,81.0,7.0,2536.26,True
1263,10.0,5701.1,570.11,35.0,2025-09-23,2026-06-22,364,9.0,0.8242,30.22,9.0,10.0,5701.1,True
1264,7.0,862.9,123.27,20.0,2025-06-24,2026-07-01,597,0.0,0.3518,62.0,0.0,7.0,862.9,True
1265,8.0,2458.44,307.3,30.0,2025-04-13,2026-03-09,960,114.0,0.25,47.14,114.0,8.0,2458.44,False
1266,4.0,6171.97,1542.99,20.0,2025-06-01,2026-05-29,981,33.0,0.1223,120.67,33.0,4.0,6171.97,True
1267,1.0,751.22,751.22,2.0,2026-07-01,2026-07-01,191,0.0,0.1571,,0.0,1.0,751.22,True
1268,1.0,683.63,683.63,8.0,2026-03-12,2026-03-12,219,111.0,0.137,,111.0,1.0,683.63,False
1269,4.0,1281.23,320.31,11.0,2025-06-15,2026-03-07,1230,116.0,0.0976,88.33,116.0,4.0,1281.23,False
1270,11.0,2856.84,259.71,32.0,2025-01-09,2026-06-01,569,30.0,0.58,50.8,30.0,11.0,2856.84,True
1271,4.0,1477.42,369.36,8.0,2025-07-06,2026-03-15,409,108.0,0.2934,84.0,108.0,4.0,1477.42,False
1272,6.0,6549.93,1091.66,26.0,2025-02-18,2026-06-11,641,20.0,0.2808,95.6,20.0,6.0,6549.93,True
1273,2.0,1798.45,899.22,9.0,2026-06-01,2026-06-19,129,12.0,0.4651,18.0,12.0,2.0,1798.45,True
1274,8.0,7706.85,963.36,27.0,2025-01-10,2025-12-19,694,194.0,0.3458,49.0,194.0,8.0,7706.85,False
1275,6.0,1242.89,207.15,12.0,2025-05-06,2026-06-23,1166,8.0,0.1544,82.6,8.0,6.0,1242.89,True
1276,8.0,6817.83,852.23,31.0,2025-03-27,2026-05-15,981,47.0,0.2446,59.14,47.0,8.0,6817.83,True
1277,12.0,7512.65,626.05,42.0,2025-01-14,2026-07-01,823,0.0,0.4374,48.45,0.0,12.0,7512.65,True
1278,5.0,1323.64,264.73,13.0,2025-03-27,2026-06-17,463,14.0,0.324,111.75,14.0,5.0,1323.64,True
1279,4.0,1725.55,431.39,13.0,2026-01-21,2026-05-15,1269,47.0,0.0946,38.0,47.0,4.0,1725.55,True
1280,8.0,4684.73,585.59,25.0,2025-02-09,2026-05-10,546,52.0,0.4396,65.0,52.0,8.0,4684.73,True
1281,10.0,5989.05,598.9,33.0,2025-01-19,2026-06-12,772,19.0,0.3886,56.56,19.0,10.0,5989.05,True
1282,6.0,2523.99,420.66,20.0,2025-06-27,2026-03-31,390,92.0,0.4615,55.4,92.0,6.0,2523.99,False
1283,10.0,3708.67,370.87,32.0,2025-02-02,2026-06-22,871,9.0,0.3444,56.11,9.0,10.0,3708.67,True
1284,9.0,8900.9,988.99,29.0,2025-03-11,2026-07-01,651,0.0,0.4147,59.62,0.0,9.0,8900.9,True
1285,11.0,6731.8,611.98,31.0,2025-01-17,2026-02-18,926,133.0,0.3564,39.7,133.0,11.0,6731.8,False
1286,10.0,5730.56,573.06,41.0,2025-02-25,2026-05-14,877,48.0,0.3421,49.22,48.0,10.0,5730.56,True
1287,8.0,3416.4,427.05,21.0,2025-01-15,2026-04-20,1220,72.0,0.1967,65.71,72.0,8.0,3416.4,True
1288,0.0,0.0,0.0,0.0,,,82,,0.0,,,0.0,0.0,False
1289,2.0,1351.34,675.67,6.0,2026-01-14,2026-04-08,178,84.0,0.3371,84.0,84.0,2.0,1351.34,True
1290,7.0,1625.9,232.27,15.0,2025-08-01,2026-06-07,415,24.0,0.506,51.67,24.0,7.0,1625.9,True
1291,9.0,3934.89,437.21,45.0,2025-05-15,2026-06-23,432,8.0,0.625,50.5,8.0,9.0,3934.89,True
1292,10.0,6523.68,652.37,31.0,2025-02-05,2026-04-25,857,67.0,0.3501,49.33,67.0,10.0,6523.68,True
1293,5.0,4103.9,820.78,19.0,2025-02-06,2026-01-30,781,152.0,0.1921,89.5,152.0,5.0,4103.9,False
1294,9.0,4444.08,493.79,22.0,2025-01-05,2026-06-07,1209,24.0,0.2233,64.75,24.0,9.0,4444.08,True
1295,14.0,5824.78,416.06,38.0,2025-01-06,2026-06-09,787,22.0,0.5337,39.92,22.0,14.0,5824.78,True
1296,1.0,276.39,276.39,3.0,2026-05-31,2026-05-31,65,31.0,0.4615,,31.0,1.0,276.39,True
1297,10.0,6246.59,624.66,33.0,2025-04-10,2026-06-04,1068,27.0,0.2809,46.67,27.0,10.0,6246.59,True
1298,18.0,4378.6,243.26,54.0,2025-02-03,2026-06-11,655,20.0,0.8244,29.0,20.0,18.0,4378.6,True
1299,8.0,5839.2,729.9,20.0,2025-06-11,2026-06-20,538,11.0,0.4461,53.43,11.0,8.0,5839.2,True
1300,11.0,4339.2,394.47,35.0,2025-04-03,2026-04-22,1231,70.0,0.2681,38.4,70.0,11.0,4339.2,True
1301,4.0,970.57,242.64,11.0,2026-03-23,2026-06-06,135,25.0,0.8889,25.0,25.0,4.0,970.57,True
1302,7.0,3797.92,542.56,20.0,2025-07-31,2026-05-05,335,57.0,0.6269,46.33,57.0,7.0,3797.92,True
1303,14.0,6288.86,449.2,61.0,2025-08-29,2026-06-15,324,16.0,1.2963,22.31,16.0,14.0,6288.86,True
1304,7.0,2948.97,421.28,22.0,2025-03-11,2026-06-02,745,29.0,0.2819,74.67,29.0,7.0,2948.97,True
1305,8.0,3203.97,400.5,25.0,2025-01-05,2026-05-16,984,46.0,0.2439,70.86,46.0,8.0,3203.97,True
1306,6.0,2698.72,449.79,25.0,2025-01-01,2026-02-06,1170,145.0,0.1538,80.2,145.0,6.0,2698.72,False
1307,2.0,395.73,197.86,5.0,2026-03-15,2026-06-02,159,29.0,0.3774,79.0,29.0,2.0,395.73,True
1308,8.0,1698.02,212.25,21.0,2025-03-26,2026-05-17,625,45.0,0.384,59.57,45.0,8.0,1698.02,True
1309,10.0,5773.77,577.38,35.0,2025-02-13,2026-05-26,754,36.0,0.3979,51.89,36.0,10.0,5773.77,True
1310,12.0,6179.23,514.94,34.0,2025-01-11,2026-06-21,944,10.0,0.3814,47.82,10.0,12.0,6179.23,True
1311,6.0,2317.27,386.21,14.0,2025-02-14,2026-05-14,986,48.0,0.1826,90.8,48.0,6.0,2317.27,True
1312,7.0,3189.27,455.61,15.0,2025-11-06,2026-05-21,360,41.0,0.5833,32.67,41.0,7.0,3189.27,True
1313,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1314,3.0,851.55,283.85,10.0,2026-04-16,2026-05-07,115,55.0,0.7826,10.5,55.0,3.0,851.55,True
1315,11.0,6456.11,586.92,41.0,2025-01-23,2026-04-07,821,85.0,0.4019,43.9,85.0,11.0,6456.11,True
1316,7.0,3800.08,542.87,21.0,2025-02-05,2026-06-14,1198,17.0,0.1753,82.33,17.0,7.0,3800.08,True
1317,12.0,4662.29,388.52,43.0,2025-04-08,2026-05-28,543,34.0,0.663,37.73,34.0,12.0,4662.29,True
1318,11.0,2821.21,256.47,31.0,2025-03-21,2026-06-27,467,4.0,0.7066,46.3,4.0,11.0,2821.21,True
1319,15.0,8693.02,579.53,43.0,2025-01-29,2026-05-23,863,39.0,0.5214,34.21,39.0,15.0,8693.02,True
1320,1.0,62.8,62.8,1.0,2026-06-25,2026-06-25,30,6.0,1.0,,6.0,1.0,62.8,True
1321,4.0,3394.62,848.66,13.0,2025-02-16,2026-01-24,550,158.0,0.2182,114.0,158.0,4.0,3394.62,False
1322,3.0,1747.98,582.66,7.0,2026-02-06,2026-03-09,193,114.0,0.4663,15.5,114.0,3.0,1747.98,False
1323,8.0,1747.34,218.42,20.0,2025-01-11,2026-05-11,870,51.0,0.2759,69.29,51.0,8.0,1747.34,True
1324,7.0,3150.5,450.07,21.0,2025-02-14,2026-04-05,796,87.0,0.2638,69.17,87.0,7.0,3150.5,True
1325,4.0,4210.46,1052.62,18.0,2025-11-14,2026-02-08,237,143.0,0.5063,28.67,143.0,4.0,4210.46,False
1326,10.0,6343.45,634.34,46.0,2025-03-08,2026-06-30,788,1.0,0.3807,53.22,1.0,10.0,6343.45,True
1327,8.0,5205.91,650.74,24.0,2025-05-04,2026-04-18,457,74.0,0.5252,49.86,74.0,8.0,5205.91,True
1328,2.0,882.42,441.21,7.0,2026-05-13,2026-05-27,136,35.0,0.4412,14.0,35.0,2.0,882.42,True
1329,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1330,14.0,11188.04,799.15,51.0,2025-02-10,2026-05-04,818,58.0,0.5134,34.46,58.0,14.0,11188.04,True
1331,7.0,1095.05,156.44,14.0,2025-06-11,2026-06-28,669,3.0,0.3139,63.67,3.0,7.0,1095.05,True
1332,12.0,5642.7,470.22,40.0,2025-01-22,2026-06-23,532,8.0,0.6767,47.0,8.0,12.0,5642.7,True
1333,3.0,1732.07,577.36,7.0,2026-04-17,2026-06-07,148,24.0,0.6081,25.5,24.0,3.0,1732.07,True
1334,6.0,1898.29,316.38,17.0,2025-01-03,2026-02-28,1225,123.0,0.1469,84.2,123.0,6.0,1898.29,False
1335,11.0,7502.47,682.04,34.0,2025-03-19,2026-06-08,554,23.0,0.5957,44.6,23.0,11.0,7502.47,True
1336,6.0,4159.06,693.18,19.0,2025-03-08,2026-06-12,558,19.0,0.3226,92.2,19.0,6.0,4159.06,True
1337,14.0,6743.94,481.71,34.0,2025-01-10,2026-05-27,1021,35.0,0.4114,38.62,35.0,14.0,6743.94,True
1338,7.0,4548.77,649.82,17.0,2025-07-27,2026-05-30,626,32.0,0.3355,51.17,32.0,7.0,4548.77,True
1339,13.0,3759.44,289.19,42.0,2025-01-13,2026-05-09,932,53.0,0.4185,40.08,53.0,13.0,3759.44,True
1340,9.0,3223.31,358.15,19.0,2025-02-24,2026-05-16,738,46.0,0.3659,55.75,46.0,9.0,3223.31,True
1341,6.0,2898.26,483.04,14.0,2025-08-20,2026-05-24,402,38.0,0.4478,55.4,38.0,6.0,2898.26,True
1342,1.0,464.06,464.06,5.0,2026-06-27,2026-06-27,107,4.0,0.2804,,4.0,1.0,464.06,True
1343,5.0,2012.83,402.57,16.0,2025-02-08,2025-12-26,1047,187.0,0.1433,80.25,187.0,5.0,2012.83,False
1344,6.0,2306.21,384.37,13.0,2025-04-18,2026-04-21,788,71.0,0.2284,73.6,71.0,6.0,2306.21,True
1345,8.0,2687.27,335.91,34.0,2025-06-30,2026-06-30,582,1.0,0.4124,52.14,1.0,8.0,2687.27,True
1346,9.0,1407.71,156.41,22.0,2025-11-01,2026-06-01,264,30.0,1.0227,26.5,30.0,9.0,1407.71,True
1347,5.0,2580.28,516.06,15.0,2025-05-03,2026-04-10,860,82.0,0.1744,85.5,82.0,5.0,2580.28,True
1348,12.0,3666.99,305.58,36.0,2025-01-27,2026-07-01,636,0.0,0.566,47.27,0.0,12.0,3666.99,True
1349,6.0,5186.15,864.36,17.0,2025-11-30,2026-06-29,215,2.0,0.8372,42.2,2.0,6.0,5186.15,True
1350,6.0,1222.9,203.82,18.0,2025-11-18,2026-06-22,247,9.0,0.7287,43.2,9.0,6.0,1222.9,True
1351,5.0,3625.89,725.18,15.0,2025-04-14,2026-01-24,455,158.0,0.3297,71.25,158.0,5.0,3625.89,False
1352,4.0,3912.84,978.21,21.0,2025-10-03,2026-06-12,312,19.0,0.3846,84.0,19.0,4.0,3912.84,True
1353,15.0,9181.55,612.1,47.0,2025-01-22,2026-06-18,853,13.0,0.5275,36.57,13.0,15.0,9181.55,True
1354,5.0,1196.56,239.31,19.0,2025-12-21,2026-06-02,226,29.0,0.6637,40.75,29.0,5.0,1196.56,True
1355,10.0,5002.38,500.24,39.0,2025-04-01,2026-05-08,742,54.0,0.4043,44.67,54.0,10.0,5002.38,True
1356,11.0,2939.04,267.19,31.0,2025-03-01,2026-04-14,526,78.0,0.6274,40.9,78.0,11.0,2939.04,True
1357,14.0,10018.76,715.63,45.0,2025-04-29,2026-06-06,512,25.0,0.8203,31.0,25.0,14.0,10018.76,True
1358,6.0,7506.89,1251.15,24.0,2025-10-25,2026-05-23,332,39.0,0.5422,42.0,39.0,6.0,7506.89,True
1359,4.0,1566.83,391.71,16.0,2026-04-18,2026-05-22,131,40.0,0.916,11.33,40.0,4.0,1566.83,True
1360,8.0,3895.71,486.96,25.0,2025-03-09,2026-05-21,695,41.0,0.3453,62.57,41.0,8.0,3895.71,True
1361,11.0,6442.29,585.66,39.0,2025-03-11,2026-05-02,1182,60.0,0.2792,41.7,60.0,11.0,6442.29,True
1362,3.0,295.94,98.65,7.0,2026-06-10,2026-06-22,30,9.0,3.0,6.0,9.0,3.0,295.94,True
1363,9.0,8062.2,895.8,32.0,2025-01-20,2026-06-19,542,12.0,0.4982,64.38,12.0,9.0,8062.2,True
1364,8.0,4285.93,535.74,35.0,2025-04-19,2026-06-09,811,22.0,0.2959,59.43,22.0,8.0,4285.93,True
1365,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1366,7.0,6097.44,871.06,26.0,2025-10-17,2026-06-20,266,11.0,0.7895,41.0,11.0,7.0,6097.44,True
1367,12.0,5167.21,430.6,40.0,2025-01-24,2026-03-21,815,102.0,0.4417,38.27,102.0,12.0,5167.21,False
1368,11.0,7697.76,699.8,47.0,2025-09-03,2026-06-03,332,28.0,0.994,27.3,28.0,11.0,7697.76,True
1369,8.0,1904.05,238.01,20.0,2025-02-03,2026-03-23,1263,100.0,0.19,59.0,100.0,8.0,1904.05,False
1370,11.0,4718.46,428.95,36.0,2025-01-06,2026-07-01,832,0.0,0.3966,54.1,0.0,11.0,4718.46,True
1371,2.0,65.58,32.79,3.0,2026-03-08,2026-04-28,247,64.0,0.2429,51.0,64.0,2.0,65.58,True
1372,3.0,445.57,148.52,6.0,2025-11-03,2026-05-31,250,31.0,0.36,104.5,31.0,3.0,445.57,True
1373,8.0,1418.52,177.32,20.0,2025-06-05,2026-03-23,1236,100.0,0.1942,41.57,100.0,8.0,1418.52,False
1374,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1375,7.0,2603.36,371.91,18.0,2025-02-02,2025-12-08,881,205.0,0.2384,51.5,205.0,7.0,2603.36,False
1376,6.0,1813.72,302.29,18.0,2025-12-10,2026-06-13,204,18.0,0.8824,37.0,18.0,6.0,1813.72,True
1377,9.0,6692.57,743.62,30.0,2025-02-04,2026-03-24,987,99.0,0.2736,51.62,99.0,9.0,6692.57,False
1378,1.0,178.37,178.37,3.0,2026-01-28,2026-01-28,223,154.0,0.1345,,154.0,1.0,178.37,False
1379,11.0,1891.7,171.97,21.0,2025-03-26,2026-04-22,1199,70.0,0.2752,39.2,70.0,11.0,1891.7,True
1380,6.0,1813.92,302.32,14.0,2025-11-17,2026-06-19,409,12.0,0.4401,42.8,12.0,6.0,1813.92,True
1381,8.0,4632.8,579.1,26.0,2025-06-21,2026-02-22,789,129.0,0.3042,35.14,129.0,8.0,4632.8,False
1382,12.0,4690.46,390.87,32.0,2025-04-13,2026-06-03,977,28.0,0.3685,37.82,28.0,12.0,4690.46,True
1383,7.0,2766.27,395.18,23.0,2025-01-11,2026-02-03,686,148.0,0.3061,64.67,148.0,7.0,2766.27,False
1384,7.0,3997.98,571.14,21.0,2025-03-15,2026-04-26,917,66.0,0.229,67.83,66.0,7.0,3997.98,True
1385,3.0,1391.74,463.91,18.0,2026-01-29,2026-06-21,153,10.0,0.5882,71.5,10.0,3.0,1391.74,True
1386,16.0,7419.74,463.73,46.0,2025-01-24,2026-06-30,544,1.0,0.8824,34.8,1.0,16.0,7419.74,True
1387,14.0,5961.91,425.85,40.0,2025-01-29,2026-06-01,1136,30.0,0.3697,37.54,30.0,14.0,5961.91,True
1388,4.0,1123.09,280.77,13.0,2026-02-25,2026-05-26,191,36.0,0.6283,30.0,36.0,4.0,1123.09,True
1389,4.0,1501.02,375.26,16.0,2026-01-30,2026-04-04,158,88.0,0.7595,21.33,88.0,4.0,1501.02,True
1390,5.0,3453.9,690.78,18.0,2025-09-22,2026-04-17,335,75.0,0.4478,51.75,75.0,5.0,3453.9,True
1391,5.0,1380.57,276.11,12.0,2025-11-13,2026-05-01,240,61.0,0.625,42.25,61.0,5.0,1380.57,True
1392,3.0,4506.93,1502.31,16.0,2026-04-22,2026-06-18,76,13.0,1.1842,28.5,13.0,3.0,4506.93,True
1393,11.0,6142.69,558.43,27.0,2025-06-07,2026-04-27,390,65.0,0.8462,32.4,65.0,11.0,6142.69,True
1394,13.0,2923.4,224.88,40.0,2025-01-31,2026-05-23,856,39.0,0.4556,39.75,39.0,13.0,2923.4,True
1395,11.0,4288.14,389.83,38.0,2025-10-03,2026-06-21,488,10.0,0.6762,26.1,10.0,11.0,4288.14,True
1396,8.0,4504.12,563.02,22.0,2025-01-25,2026-04-27,890,65.0,0.2697,65.29,65.0,8.0,4504.12,True
1397,10.0,7392.92,739.29,42.0,2025-04-03,2026-05-31,908,31.0,0.3304,47.0,31.0,10.0,7392.92,True
1398,9.0,3051.06,339.01,24.0,2025-02-14,2026-05-26,578,36.0,0.4671,58.25,36.0,9.0,3051.06,True
1399,6.0,1840.82,306.8,14.0,2025-04-14,2026-04-24,946,68.0,0.1903,75.0,68.0,6.0,1840.82,True
1400,9.0,3106.87,345.21,23.0,2025-02-21,2026-06-02,659,29.0,0.4097,58.25,29.0,9.0,3106.87,True
1401,8.0,7536.14,942.02,30.0,2025-07-05,2026-06-16,385,15.0,0.6234,49.43,15.0,8.0,7536.14,True
1402,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1403,5.0,1120.67,224.13,17.0,2025-07-14,2026-02-05,354,146.0,0.4237,51.5,146.0,5.0,1120.67,False
1404,3.0,1858.38,619.46,13.0,2025-01-08,2025-05-28,740,399.0,0.1216,70.0,399.0,3.0,1858.38,False
1405,0.0,0.0,0.0,0.0,,,125,,0.0,,,0.0,0.0,False
1406,12.0,7075.64,589.64,33.0,2025-01-15,2026-01-08,1090,174.0,0.3303,32.55,174.0,12.0,7075.64,False
1407,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
1408,5.0,2622.79,524.56,13.0,2025-03-23,2026-02-15,765,136.0,0.1961,82.25,136.0,5.0,2622.79,False
1409,6.0,1205.51,200.92,12.0,2025-08-28,2026-06-16,312,15.0,0.5769,58.4,15.0,6.0,1205.51,True
1410,9.0,1704.22,189.36,23.0,2025-03-18,2026-06-21,746,10.0,0.3619,57.5,10.0,9.0,1704.22,True
1411,9.0,5896.65,655.18,22.0,2025-03-04,2026-04-29,773,63.0,0.3493,52.62,63.0,9.0,5896.65,True
1412,9.0,5522.65,613.63,33.0,2025-06-19,2026-02-08,452,143.0,0.5973,29.25,143.0,9.0,5522.65,False
1413,10.0,3106.05,310.6,23.0,2025-01-19,2026-05-01,558,61.0,0.5376,51.89,61.0,10.0,3106.05,True
1414,7.0,2960.12,422.87,22.0,2025-05-06,2026-05-16,897,46.0,0.2341,62.5,46.0,7.0,2960.12,True
1415,1.0,84.35,84.35,3.0,2026-06-14,2026-06-14,38,17.0,0.7895,,17.0,1.0,84.35,True
1416,4.0,1330.92,332.73,9.0,2026-04-13,2026-06-15,103,16.0,1.165,21.0,16.0,4.0,1330.92,True
1417,11.0,5234.48,475.86,38.0,2025-01-04,2026-05-18,1077,44.0,0.3064,49.9,44.0,11.0,5234.48,True
1418,7.0,4467.63,638.23,23.0,2026-02-22,2026-06-25,133,6.0,1.5789,20.5,6.0,7.0,4467.63,True
1419,7.0,4617.64,659.66,16.0,2025-01-10,2026-05-11,746,51.0,0.2815,81.0,51.0,7.0,4617.64,True
1420,11.0,6606.86,600.62,36.0,2025-01-12,2026-04-19,816,73.0,0.4044,46.2,73.0,11.0,6606.86,True
1421,5.0,2043.72,408.74,19.0,2025-04-29,2026-03-30,817,93.0,0.1836,83.75,93.0,5.0,2043.72,False
1422,11.0,6270.64,570.06,41.0,2025-01-02,2026-06-07,747,24.0,0.4418,52.1,24.0,11.0,6270.64,True
1423,9.0,5871.9,652.43,26.0,2025-04-16,2026-05-20,800,42.0,0.3375,49.88,42.0,9.0,5871.9,True
1424,4.0,3261.96,815.49,17.0,2025-01-28,2026-06-28,1168,3.0,0.1027,172.0,3.0,4.0,3261.96,True
1425,8.0,2049.73,256.22,20.0,2025-02-18,2026-06-07,728,24.0,0.3297,67.71,24.0,8.0,2049.73,True
1426,9.0,6239.28,693.25,28.0,2025-02-08,2026-06-27,953,4.0,0.2833,63.0,4.0,9.0,6239.28,True
1427,8.0,4167.35,520.92,23.0,2025-05-26,2026-04-04,896,88.0,0.2679,44.71,88.0,8.0,4167.35,True
1428,7.0,2392.69,341.81,21.0,2025-02-06,2026-04-03,1271,89.0,0.1652,70.17,89.0,7.0,2392.69,True
1429,3.0,950.71,316.9,11.0,2025-04-14,2026-02-07,533,144.0,0.1689,149.5,144.0,3.0,950.71,False
1430,5.0,1354.22,270.84,16.0,2025-01-02,2026-02-21,820,130.0,0.1829,103.75,130.0,5.0,1354.22,False
1431,1.0,1051.23,1051.23,6.0,2026-06-27,2026-06-27,30,4.0,1.0,,4.0,1.0,1051.23,True
1432,5.0,3095.4,619.08,14.0,2025-06-09,2026-03-15,884,108.0,0.1697,69.75,108.0,5.0,3095.4,False
1433,9.0,4303.63,478.18,21.0,2025-02-22,2026-04-01,735,91.0,0.3673,50.38,91.0,9.0,4303.63,False
1434,1.0,86.3,86.3,2.0,2026-04-29,2026-04-29,138,63.0,0.2174,,63.0,1.0,86.3,True
1435,2.0,255.98,127.99,3.0,2026-06-09,2026-06-24,198,7.0,0.303,15.0,7.0,2.0,255.98,True
1436,16.0,6784.7,424.04,48.0,2025-01-17,2026-05-18,1062,44.0,0.452,32.4,44.0,16.0,6784.7,True
1437,11.0,7693.68,699.43,39.0,2025-01-01,2026-05-26,614,36.0,0.5375,51.0,36.0,11.0,7693.68,True
1438,2.0,718.42,359.21,6.0,2026-05-04,2026-06-13,96,18.0,0.625,40.0,18.0,2.0,718.42,True
